Application_ID,Age,Education_Level,Course_Type,Course_Duration,Institution_Type,Institution_Location,Admission_Status,Annual_Course_Fee,Total_Education_Cost,Loan_Amount,Family_Monthly_Income,Family_Existing_EMI,Number_of_Dependents,Previous_Academic_Performance,Co_Applicant_Occupation,Co_Applicant_Monthly_Income,Loan_Approval
EL100959,26,Undergraduate,Medical,4,Government,Urban,Confirmed,264000,1289000,1289000,55300,14000,1,Below Average,Private Employee,32000,Rejected
EL100960,20,Undergraduate,Other Professional,3,University,Semi Urban,Confirmed,90000,305000,245000,67500,15600,3,Average,Self Employed,37000,Approved
EL100961,26,Undergraduate,Engineering,2,University,Urban,Confirmed,139000,322000,247000,67000,400,4,Excellent,Government Employee,63800,Approved
EL100962,23,Undergraduate,Arts,4,Private,Urban,Confirmed,132000,613000,391000,92400,0,1,Excellent,Self Employed,67400,Approved
EL100963,24,Undergraduate,Other Professional,3,College,Rural,Confirmed,70000,229000,141000,29800,2400,0,Good,Government Employee,28800,Approved
EL100964,28,Professional Course,Management,4,Government,Urban,Provisional,262000,1137000,949000,31400,0,3,Good,Government Employee,59900,Rejected
EL100965,18,Postgraduate,Commerce,5,College,Semi Urban,Confirmed,100000,596000,565000,36000,8900,4,Good,Salaried,17500,Rejected
EL100966,21,Diploma,Engineering,5,College,Urban,Provisional,193000,1173000,914000,23000,0,2,Good,Not Applicable,0,Rejected
EL100967,18,Undergraduate,Commerce,3,Government,Rural,Confirmed,85000,275000,237000,52500,5400,2,Below Average,Professional,40600,Approved
EL100968,21,Undergraduate,Other Professional,3,Private,Urban,Provisional,162000,583000,400000,56300,2900,1,Average,Salaried,28100,Approved
EL100969,24,Professional Course,Other Professional,4,Government,Urban,Confirmed,64000,286000,286000,53100,0,4,Excellent,Salaried,26300,Approved
EL100970,25,Postgraduate,Management,3,University,Urban,Confirmed,374000,1311000,1030000,43200,10200,3,Good,Salaried,16100,Rejected
EL100971,20,Diploma,Science,4,Private,Semi Urban,Provisional,155000,717000,717000,66400,5200,2,Average,Government Employee,29200,Approved
EL100972,17,Undergraduate,Science,4,University,Urban,Confirmed,85000,408000,247000,53500,16100,3,Excellent,Business Owner,12300,Approved
EL100973,21,Postgraduate,Management,2,Private,Semi Urban,Confirmed,292000,676000,502000,29700,7600,3,Excellent,Business Owner,27600,Rejected
EL100974,18,Postgraduate,Science,3,Private,Urban,Confirmed,166000,532000,485000,12000,1600,0,Below Average,Salaried,30700,Rejected
EL100975,19,Undergraduate,Engineering,5,Government,Rural,Provisional,103000,570000,440000,34000,0,0,Average,Private Employee,44800,Rejected
EL100976,23,PhD,Other Professional,6,Government,Rural,Provisional,55000,373000,309000,40900,4100,1,Below Average,Private Employee,15600,Rejected
EL100977,23,Undergraduate,Science,4,Private,Semi Urban,Confirmed,134000,624000,376000,41100,13800,4,Average,Government Employee,35800,Approved
EL100978,24,Postgraduate,Computer Science,4,College,Semi Urban,Confirmed,269000,1166000,804000,36700,6200,2,Average,Self Employed,40700,Rejected
EL100979,20,Undergraduate,Management,3,University,Semi Urban,Confirmed,361000,1210000,749000,30700,3500,2,Average,Business Owner,29400,Rejected
EL100980,25,Postgraduate,Law,2,Private,Semi Urban,Confirmed,255000,542000,400000,26300,2000,1,Good,Self Employed,38000,Approved
EL100981,21,Diploma,Engineering,4,College,Urban,Confirmed,160000,713000,515000,23900,5000,2,Good,Business Owner,34500,Rejected
EL100982,20,Postgraduate,Computer Science,2,Government,Semi Urban,Confirmed,180000,415000,278000,49900,8100,1,Excellent,Not Applicable,0,Approved
EL100983,17,Professional Course,Computer Science,4,College,Semi Urban,Confirmed,198000,980000,828000,69200,10800,4,Average,Business Owner,17900,Approved
EL100984,17,Undergraduate,Management,2,Government,Semi Urban,Provisional,291000,632000,373000,21500,5000,2,Good,Professional,96600,Approved
EL100985,17,PhD,Engineering,6,Government,Urban,Provisional,138000,874000,374000,38900,8800,3,Average,Private Employee,42700,Rejected
EL100986,22,Diploma,Medical,4,College,Semi Urban,Confirmed,562000,2530000,1681000,59500,10100,1,Good,Salaried,21400,Approved
EL100987,18,Professional Course,Other Professional,2,Private,Urban,Confirmed,181000,424000,424000,36500,0,1,Below Average,Salaried,36400,Approved
EL100988,17,Diploma,Science,4,College,Urban,Confirmed,136000,637000,526000,57400,2400,1,Good,Private Employee,44000,Approved
EL100989,20,Postgraduate,Science,4,University,Urban,Confirmed,71000,318000,198000,68800,5100,1,Good,Self Employed,69400,Approved
EL100990,22,Postgraduate,Computer Science,4,Government,Semi Urban,Confirmed,121000,512000,418000,48900,6200,2,Good,Business Owner,24000,Rejected
EL100991,22,PhD,Commerce,5,Government,Urban,Confirmed,79000,487000,355000,31300,8300,0,Good,Salaried,21400,Rejected
EL100992,21,PhD,Computer Science,6,Private,Rural,Confirmed,190000,1311000,1059000,77500,24400,2,Good,Salaried,22600,Approved
EL100993,21,Postgraduate,Commerce,4,Private,Semi Urban,Provisional,125000,603000,532000,35100,5800,0,Excellent,Private Employee,21700,Approved
EL100994,19,Diploma,Science,3,Private,Rural,Confirmed,113000,383000,298000,35100,6300,4,Average,Private Employee,21300,Rejected
EL100995,23,Postgraduate,Medical,4,Government,Rural,Confirmed,373000,1815000,1394000,51900,0,0,Excellent,Business Owner,33000,Approved
EL100996,20,Undergraduate,Other Professional,2,Government,Urban,Confirmed,78000,188000,183000,34500,3200,3,Below Average,Salaried,23600,Rejected
EL100997,21,Undergraduate,Law,5,Private,Rural,Confirmed,169000,903000,750000,35900,2900,3,Good,Government Employee,28700,Rejected
EL100998,25,Postgraduate,Management,5,Government,Urban,Confirmed,226000,1198000,934000,33300,2400,4,Good,Private Employee,83300,Approved
EL100999,24,Postgraduate,Other Professional,3,Private,Urban,Provisional,132000,428000,324000,36700,6700,2,Below Average,Not Applicable,0,Rejected
EL101000,20,Postgraduate,Law,3,Government,Urban,Confirmed,146000,532000,354000,44300,4000,2,Average,Not Applicable,0,Approved
EL101001,20,Postgraduate,Engineering,2,College,Urban,Confirmed,134000,296000,167000,15000,0,2,Good,Private Employee,15900,Approved
EL101002,20,Undergraduate,Engineering,5,University,Urban,Provisional,232000,1310000,1114000,38200,7900,3,Good,Government Employee,49500,Approved
EL101003,17,Undergraduate,Arts,2,Government,Urban,Confirmed,98000,228000,215000,16600,4000,3,Excellent,Not Applicable,0,Rejected
EL101004,25,Undergraduate,Science,4,University,Rural,Confirmed,108000,510000,415000,32800,5100,2,Average,Professional,18400,Rejected
EL101005,19,Undergraduate,Medical,4,Private,Urban,Confirmed,794000,3606000,3011000,47500,5500,3,Average,Self Employed,20300,Rejected
EL101006,24,Postgraduate,Computer Science,3,Private,Rural,Provisional,213000,728000,449000,34100,1700,4,Below Average,Business Owner,42900,Rejected
EL101007,21,Diploma,Computer Science,4,Private,Semi Urban,Confirmed,255000,1138000,752000,57000,3100,0,Good,Self Employed,25600,Approved
EL101008,26,Professional Course,Management,3,Private,Rural,Confirmed,335000,1074000,599000,47800,10800,2,Excellent,Self Employed,64800,Approved
EL101009,23,Undergraduate,Engineering,3,College,Semi Urban,Provisional,199000,645000,460000,13700,900,0,Good,Professional,15400,Rejected
EL101010,24,Diploma,Medical,5,Government,Rural,Confirmed,476000,2923000,2623000,73100,22700,2,Below Average,Self Employed,53800,Approved
EL101011,19,Postgraduate,Science,3,University,Urban,Confirmed,72000,269000,174000,45500,9800,3,Below Average,Business Owner,101800,Approved
EL101012,17,Undergraduate,Engineering,1,Government,Urban,Confirmed,132000,160000,118000,30200,4800,1,Good,Not Applicable,0,Rejected
EL101013,22,Diploma,Commerce,4,Private,Urban,Confirmed,163000,724000,619000,31700,11900,0,Good,Not Applicable,0,Approved
EL101014,17,Professional Course,Commerce,4,Private,Urban,Confirmed,135000,586000,546000,14200,3500,3,Average,Private Employee,19400,Rejected
EL101015,19,Undergraduate,Other Professional,4,Government,Urban,Confirmed,75000,346000,174000,44800,4100,1,Good,Not Applicable,0,Approved
EL101016,17,Postgraduate,Other Professional,3,Government,Urban,Confirmed,71000,228000,155000,55600,2100,2,Below Average,Private Employee,43100,Approved
EL101017,18,Undergraduate,Law,4,Private,Rural,Confirmed,226000,1115000,713000,28600,2600,0,Average,Government Employee,13100,Rejected
EL101018,23,Undergraduate,Computer Science,2,Private,Urban,Confirmed,202000,486000,301000,25500,3100,4,Average,Salaried,25100,Rejected
EL101019,23,Undergraduate,Engineering,3,College,Rural,Confirmed,195000,728000,504000,43100,2700,1,Average,Salaried,32000,Rejected
EL101020,20,Undergraduate,Medical,4,University,Urban,Provisional,529000,2584000,1183000,72900,2100,3,Good,Government Employee,69900,Approved
EL101021,22,Diploma,Computer Science,4,College,Semi Urban,Confirmed,165000,747000,519000,69200,10500,1,Excellent,Not Applicable,0,Rejected
EL101022,19,Undergraduate,Engineering,4,College,Urban,Provisional,193000,859000,649000,60700,12700,1,Average,Government Employee,27700,Approved
EL101023,29,Postgraduate,Engineering,2,Government,Rural,Provisional,129000,314000,186000,110200,32800,1,Good,Not Applicable,0,Approved
EL101024,22,PhD,Management,3,College,Semi Urban,Confirmed,335000,1173000,795000,63700,8700,2,Good,Salaried,32100,Approved
EL101025,19,PhD,Management,6,College,Urban,Confirmed,328000,2412000,1816000,71600,13200,3,Average,Salaried,32800,Approved
EL101026,24,Undergraduate,Computer Science,3,Private,Rural,Provisional,265000,886000,680000,41900,0,2,Excellent,Salaried,57100,Approved
EL101027,25,Undergraduate,Law,3,University,Urban,Confirmed,187000,650000,328000,33700,7000,0,Average,Private Employee,23300,Approved
EL101028,18,Postgraduate,Management,4,Private,Rural,Confirmed,385000,1759000,1504000,70800,2800,2,Average,Not Applicable,0,Rejected
EL101029,17,Undergraduate,Engineering,3,Government,Urban,Confirmed,130000,424000,364000,24600,3900,2,Excellent,Salaried,29500,Rejected
EL101030,17,Undergraduate,Computer Science,2,Private,Urban,Provisional,270000,625000,399000,49600,6300,2,Excellent,Government Employee,24700,Rejected
EL101031,19,Postgraduate,Management,4,Government,Urban,Confirmed,218000,930000,930000,29600,3200,3,Good,Professional,24300,Rejected
EL101032,21,Postgraduate,Law,2,Private,Semi Urban,Confirmed,255000,574000,470000,47600,0,2,Good,Private Employee,18400,Approved
EL101033,17,Undergraduate,Management,4,University,Semi Urban,Provisional,359000,1661000,1323000,45900,2800,3,Excellent,Government Employee,14900,Rejected
EL101034,20,Undergraduate,Management,4,Government,Semi Urban,Confirmed,153000,660000,563000,43500,1900,2,Average,Private Employee,41600,Approved
EL101035,20,PhD,Arts,4,Government,Urban,Confirmed,73000,351000,209000,39800,3000,1,Below Average,Self Employed,34400,Approved
EL101036,22,Professional Course,Computer Science,4,Government,Urban,Confirmed,110000,479000,334000,52400,12400,1,Excellent,Government Employee,19100,Approved
EL101037,23,Postgraduate,Computer Science,4,College,Urban,Provisional,242000,1157000,975000,56700,5600,3,Good,Business Owner,46700,Rejected
EL101038,22,Postgraduate,Engineering,5,College,Urban,Confirmed,250000,1318000,831000,19900,1400,1,Good,Professional,10800,Approved
EL101039,27,Postgraduate,Management,4,Government,Urban,Confirmed,238000,1131000,788000,39200,7400,0,Good,Salaried,23800,Approved
EL101040,25,Undergraduate,Engineering,3,College,Urban,Confirmed,174000,590000,496000,32600,5200,3,Below Average,Self Employed,33500,Approved
EL101041,22,Professional Course,Arts,4,College,Semi Urban,Confirmed,75000,362000,288000,44200,13800,2,Excellent,Not Applicable,0,Rejected
EL101042,18,Undergraduate,Medical,4,College,Semi Urban,Confirmed,466000,2167000,1632000,32600,7200,1,Below Average,Salaried,21900,Rejected
EL101043,19,Postgraduate,Engineering,4,College,Urban,Confirmed,192000,865000,657000,75900,0,3,Good,Salaried,55200,Approved
EL101044,17,Undergraduate,Computer Science,3,Private,Rural,Confirmed,355000,1260000,912000,38800,7900,1,Good,Business Owner,20800,Approved
EL101045,22,Diploma,Computer Science,4,Government,Semi Urban,Confirmed,148000,668000,586000,65700,12600,3,Below Average,Business Owner,46700,Approved
EL101046,22,Diploma,Management,2,College,Semi Urban,Confirmed,417000,935000,935000,24900,7000,1,Average,Private Employee,75000,Approved
EL101047,24,Diploma,Other Professional,5,College,Semi Urban,Confirmed,96000,545000,433000,34900,3900,2,Average,Not Applicable,0,Rejected
EL101048,22,Postgraduate,Commerce,3,Private,Urban,Provisional,95000,340000,320000,29500,6700,3,Excellent,Salaried,32300,Rejected
EL101049,25,Postgraduate,Law,1,Private,Rural,Confirmed,231000,271000,185000,48900,4800,1,Good,Salaried,40000,Approved
EL101050,25,Postgraduate,Management,2,Private,Urban,Confirmed,346000,853000,553000,22200,3500,3,Good,Salaried,15000,Rejected
EL101051,17,Diploma,Computer Science,5,Private,Urban,Provisional,235000,1234000,780000,17100,600,2,Good,Professional,37700,Rejected
EL101052,19,Postgraduate,Management,4,University,Semi Urban,Provisional,214000,926000,567000,29400,200,3,Good,Salaried,21800,Rejected
EL101053,21,Postgraduate,Management,3,Government,Rural,Confirmed,225000,775000,547000,53100,11100,0,Average,Business Owner,18700,Approved
EL101054,19,Diploma,Engineering,5,Private,Urban,Confirmed,212000,1255000,1108000,26800,3500,3,Good,Not Applicable,0,Rejected
EL101055,20,Undergraduate,Medical,4,Private,Semi Urban,Confirmed,942000,4024000,3623000,45800,700,4,Excellent,Salaried,22600,Approved
EL101056,22,Postgraduate,Science,2,Government,Semi Urban,Confirmed,90000,200000,135000,29000,5900,2,Average,Salaried,46200,Approved
EL101057,21,Undergraduate,Science,2,Private,Urban,Confirmed,163000,407000,285000,16700,0,4,Good,Professional,29700,Rejected
EL101058,21,Diploma,Engineering,3,Private,Rural,Confirmed,230000,770000,577000,61400,3500,2,Average,Government Employee,106000,Approved
EL101059,18,Undergraduate,Engineering,3,Private,Urban,Confirmed,182000,615000,483000,55500,0,2,Average,Private Employee,22100,Approved
EL101060,23,PhD,Engineering,4,Government,Semi Urban,Confirmed,147000,645000,541000,39300,9400,2,Good,Business Owner,38600,Rejected
EL101061,23,Undergraduate,Commerce,2,Private,Semi Urban,Confirmed,97000,204000,141000,41000,3700,1,Average,Self Employed,27400,Rejected
EL101062,18,Postgraduate,Medical,4,Private,Urban,Confirmed,681000,3016000,2171000,36200,5000,2,Average,Salaried,14700,Approved
EL101063,17,Undergraduate,Arts,2,Government,Rural,Confirmed,52000,113000,108000,23900,3800,1,Average,Professional,71300,Rejected
EL101064,25,PhD,Engineering,6,University,Urban,Confirmed,197000,1331000,943000,77100,15600,4,Below Average,Self Employed,31800,Rejected
EL101065,27,Undergraduate,Arts,4,University,Semi Urban,Confirmed,109000,478000,317000,38200,7400,3,Excellent,Salaried,19400,Approved
EL101066,22,Postgraduate,Law,2,Private,Semi Urban,Confirmed,217000,491000,362000,48100,9700,3,Good,Salaried,37000,Approved
EL101067,20,Undergraduate,Engineering,1,University,Semi Urban,Confirmed,216000,238000,181000,31300,3300,2,Average,Self Employed,52500,Approved
EL101068,25,Diploma,Science,4,Private,Rural,Confirmed,116000,572000,297000,50100,10400,3,Good,Private Employee,18600,Approved
EL101069,23,Undergraduate,Law,4,Government,Semi Urban,Confirmed,91000,403000,275000,71200,5100,1,Good,Private Employee,30600,Approved
EL101070,20,Postgraduate,Computer Science,3,Private,Urban,Confirmed,268000,875000,711000,43600,4100,2,Good,Salaried,52700,Approved
EL101071,24,Undergraduate,Medical,4,University,Semi Urban,Confirmed,596000,2867000,2867000,48100,0,1,Average,Self Employed,32600,Rejected
EL101072,18,Undergraduate,Computer Science,5,University,Semi Urban,Confirmed,156000,946000,634000,62300,17500,2,Average,Salaried,40300,Rejected
EL101073,19,Undergraduate,Management,4,University,Urban,Confirmed,396000,1842000,1593000,57200,2300,0,Average,Government Employee,25700,Approved
EL101074,22,Postgraduate,Law,3,College,Urban,Confirmed,131000,440000,342000,67600,17400,3,Below Average,Self Employed,12500,Rejected
EL101075,21,Undergraduate,Computer Science,5,Government,Urban,Provisional,111000,675000,624000,47100,8400,2,Good,Not Applicable,0,Rejected
EL101076,23,Professional Course,Science,4,College,Rural,Confirmed,112000,530000,348000,47100,7000,4,Average,Salaried,21800,Rejected
EL101077,25,Postgraduate,Commerce,4,University,Semi Urban,Confirmed,89000,401000,367000,45200,7400,3,Excellent,Business Owner,28000,Rejected
EL101078,17,Postgraduate,Medical,4,Private,Rural,Confirmed,666000,3006000,2887000,61800,2100,2,Below Average,Salaried,22000,Rejected
EL101079,21,Undergraduate,Computer Science,3,Private,Urban,Confirmed,201000,633000,612000,32300,8900,1,Average,Government Employee,32700,Rejected
EL101080,28,Undergraduate,Science,5,Private,Rural,Confirmed,138000,732000,706000,52300,5100,2,Below Average,Salaried,24600,Approved
EL101081,19,PhD,Management,4,Government,Semi Urban,Confirmed,192000,827000,644000,126600,28000,3,Below Average,Professional,46400,Approved
EL101082,18,Diploma,Management,3,Government,Urban,Confirmed,172000,567000,475000,48000,3900,2,Average,Private Employee,41700,Approved
EL101083,17,Postgraduate,Other Professional,1,Private,Urban,Confirmed,131000,162000,111000,22100,0,2,Excellent,Not Applicable,0,Rejected
EL101084,21,Diploma,Management,4,Government,Rural,Confirmed,260000,1263000,526000,34700,10700,3,Below Average,Salaried,59300,Rejected
EL101085,23,Undergraduate,Science,2,Government,Rural,Confirmed,86000,182000,143000,54700,4100,0,Excellent,Business Owner,20000,Approved
EL101086,23,Professional Course,Engineering,3,Government,Urban,Confirmed,120000,379000,275000,28700,4900,2,Average,Private Employee,16000,Rejected
EL101087,17,Postgraduate,Science,5,College,Semi Urban,Provisional,138000,805000,720000,24600,0,3,Good,Business Owner,53100,Approved
EL101088,21,PhD,Commerce,4,Government,Rural,Provisional,55000,248000,218000,20100,2500,1,Good,Not Applicable,0,Rejected
EL101089,22,Diploma,Engineering,1,College,Urban,Confirmed,234000,283000,167000,36200,6700,3,Good,Not Applicable,0,Rejected
EL101090,21,Undergraduate,Engineering,4,Private,Urban,Confirmed,337000,1678000,1678000,89800,12800,2,Good,Professional,14600,Approved
EL101091,17,Postgraduate,Medical,4,Government,Semi Urban,Confirmed,385000,1769000,1430000,30800,3700,2,Average,Salaried,24300,Approved
EL101092,21,Professional Course,Commerce,1,Government,Urban,Confirmed,52000,56000,50000,62200,6900,4,Average,Self Employed,27900,Approved
EL101093,18,Undergraduate,Management,2,Government,Semi Urban,Confirmed,282000,693000,401000,34900,7300,1,Good,Not Applicable,0,Rejected
EL101094,17,Postgraduate,Medical,4,Private,Urban,Confirmed,679000,3081000,1304000,33100,400,1,Good,Government Employee,22400,Approved
EL101095,23,Postgraduate,Computer Science,2,Government,Urban,Confirmed,115000,261000,226000,52000,5700,1,Good,Government Employee,30400,Approved
EL101096,21,Undergraduate,Other Professional,4,College,Urban,Confirmed,132000,629000,422000,18600,4800,4,Good,Private Employee,51300,Approved
EL101097,23,Undergraduate,Engineering,3,Private,Semi Urban,Confirmed,243000,819000,511000,92500,0,1,Average,Business Owner,17700,Approved
EL101098,19,Diploma,Commerce,3,Private,Urban,Confirmed,142000,467000,305000,52500,6300,0,Average,Government Employee,7400,Approved
EL101099,23,Professional Course,Law,2,Private,Urban,Confirmed,223000,534000,376000,67900,2100,1,Excellent,Salaried,58800,Rejected
EL101100,25,Postgraduate,Computer Science,5,University,Urban,Confirmed,267000,1451000,1214000,35300,5500,2,Average,Government Employee,20700,Rejected
EL101101,27,Professional Course,Other Professional,4,College,Urban,Confirmed,105000,444000,223000,51400,6800,1,Below Average,Business Owner,21700,Rejected
EL101102,24,Undergraduate,Computer Science,3,Private,Semi Urban,Confirmed,357000,1231000,726000,64000,2900,1,Average,Salaried,22000,Approved
EL101103,22,Undergraduate,Commerce,4,Private,Urban,Confirmed,111000,469000,384000,38400,5100,2,Excellent,Not Applicable,0,Approved
EL101104,17,Undergraduate,Science,3,College,Urban,Provisional,113000,410000,271000,25900,3500,2,Average,Private Employee,23900,Approved
EL101105,21,Postgraduate,Engineering,2,College,Urban,Confirmed,192000,478000,400000,25000,1900,2,Excellent,Salaried,25500,Approved
EL101106,17,Postgraduate,Computer Science,3,University,Urban,Provisional,186000,692000,467000,32500,3000,2,Excellent,Self Employed,37800,Approved
EL101107,18,Undergraduate,Commerce,4,University,Urban,Confirmed,85000,367000,362000,45000,3200,2,Good,Government Employee,22000,Rejected
EL101108,28,Postgraduate,Engineering,3,Private,Semi Urban,Confirmed,182000,675000,527000,37000,0,3,Good,Self Employed,7800,Approved
EL101109,17,Diploma,Computer Science,3,Private,Semi Urban,Provisional,238000,766000,715000,31400,6700,2,Average,Not Applicable,0,Rejected
EL101110,17,Postgraduate,Arts,4,Private,Urban,Confirmed,159000,713000,590000,56300,13400,3,Average,Private Employee,54900,Approved
EL101111,24,Postgraduate,Engineering,5,University,Urban,Confirmed,161000,859000,719000,31900,0,1,Good,Salaried,18700,Rejected
EL101112,19,Postgraduate,Management,5,College,Urban,Provisional,363000,2204000,1404000,29800,7100,4,Good,Private Employee,40100,Rejected
EL101113,24,Professional Course,Engineering,4,Private,Rural,Confirmed,319000,1397000,1292000,64200,10700,3,Excellent,Private Employee,20100,Rejected
EL101114,17,Diploma,Engineering,4,Private,Urban,Confirmed,288000,1363000,1066000,52900,1600,2,Below Average,Government Employee,46500,Approved
EL101115,20,Professional Course,Computer Science,4,University,Semi Urban,Confirmed,253000,1217000,739000,21800,2400,2,Good,Self Employed,31400,Approved
EL101116,25,Professional Course,Engineering,3,Government,Rural,Provisional,139000,470000,204000,20600,1400,0,Good,Government Employee,13400,Rejected
EL101117,17,PhD,Management,6,University,Urban,Provisional,409000,2964000,2285000,23100,4900,4,Below Average,Professional,15600,Rejected
EL101118,20,Undergraduate,Engineering,2,University,Urban,Confirmed,222000,495000,483000,39500,1900,0,Good,Private Employee,13100,Approved
EL101119,22,Postgraduate,Law,5,Government,Semi Urban,Confirmed,97000,524000,322000,72300,23200,2,Excellent,Business Owner,49100,Rejected
EL101120,18,Undergraduate,Law,2,Private,Rural,Confirmed,244000,557000,339000,82800,19400,1,Below Average,Salaried,14900,Approved
EL101121,22,Undergraduate,Medical,4,Government,Urban,Confirmed,410000,1955000,1374000,58400,1200,1,Excellent,Salaried,24300,Approved
EL101122,21,Postgraduate,Engineering,2,Government,Semi Urban,Confirmed,154000,326000,298000,104400,29000,2,Excellent,Private Employee,28400,Approved
EL101123,23,Undergraduate,Medical,4,Private,Semi Urban,Confirmed,623000,3018000,1432000,44400,8700,2,Good,Self Employed,33600,Rejected
EL101124,27,Postgraduate,Engineering,2,University,Urban,Confirmed,190000,418000,273000,69900,8100,0,Good,Not Applicable,0,Approved
EL101125,30,Diploma,Arts,4,Private,Semi Urban,Provisional,178000,845000,506000,30200,5800,1,Average,Salaried,12500,Rejected
EL101126,23,Undergraduate,Computer Science,3,University,Urban,Confirmed,277000,892000,744000,18400,3900,2,Average,Not Applicable,0,Rejected
EL101127,21,Professional Course,Computer Science,4,Government,Rural,Confirmed,133000,600000,437000,34400,2100,3,Good,Government Employee,16700,Approved
EL101128,23,Diploma,Science,4,College,Urban,Confirmed,104000,475000,332000,37700,7700,2,Excellent,Not Applicable,0,Rejected
EL101129,20,Diploma,Science,5,Private,Urban,Provisional,126000,721000,521000,146200,13300,4,Good,Salaried,37700,Approved
EL101130,17,Undergraduate,Management,3,University,Semi Urban,Confirmed,361000,1196000,1038000,40100,8200,0,Below Average,Private Employee,39300,Rejected
EL101131,21,Professional Course,Commerce,3,Government,Urban,Provisional,51000,177000,163000,24100,2800,2,Good,Self Employed,16500,Rejected
EL101132,25,Undergraduate,Management,2,College,Urban,Confirmed,410000,906000,819000,65000,2600,2,Excellent,Government Employee,60900,Approved
EL101133,17,PhD,Commerce,5,Private,Urban,Confirmed,146000,791000,662000,27500,5100,1,Good,Not Applicable,0,Rejected
EL101134,18,Undergraduate,Engineering,4,College,Semi Urban,Confirmed,160000,689000,660000,43100,4100,3,Average,Not Applicable,0,Rejected
EL101135,19,Undergraduate,Management,2,Private,Urban,Confirmed,294000,723000,441000,62200,9000,0,Average,Government Employee,45600,Approved
EL101136,22,Undergraduate,Medical,5,College,Semi Urban,Confirmed,546000,2938000,2374000,25200,4200,2,Good,Salaried,27600,Rejected
EL101137,29,Diploma,Engineering,1,Private,Semi Urban,Confirmed,270000,305000,305000,85700,22500,1,Good,Salaried,9700,Approved
EL101138,18,Professional Course,Management,4,Government,Urban,Confirmed,249000,1096000,520000,70500,6400,2,Average,Salaried,33200,Approved
EL101139,21,Postgraduate,Arts,4,University,Semi Urban,Confirmed,107000,502000,336000,47900,2600,3,Excellent,Business Owner,39700,Approved
EL101140,21,Diploma,Management,5,Government,Urban,Confirmed,223000,1248000,742000,96400,26800,2,Good,Salaried,20800,Rejected
EL101141,20,Undergraduate,Other Professional,4,University,Urban,Confirmed,91000,403000,320000,33200,4300,2,Good,Private Employee,32500,Approved
EL101142,21,Professional Course,Management,4,Private,Urban,Confirmed,339000,1687000,1629000,59700,4800,1,Good,Salaried,29300,Approved
EL101143,19,Postgraduate,Law,1,University,Urban,Confirmed,131000,164000,136000,46100,7500,0,Excellent,Professional,17600,Approved
EL101144,31,Professional Course,Engineering,3,Private,Semi Urban,Provisional,234000,756000,542000,29200,2900,3,Average,Government Employee,28100,Rejected
EL101145,24,Diploma,Management,4,Private,Rural,Confirmed,503000,2391000,1989000,29600,3100,0,Good,Business Owner,22500,Approved
EL101146,19,Undergraduate,Engineering,2,University,Urban,Confirmed,141000,346000,244000,110800,40100,1,Good,Business Owner,36500,Approved
EL101147,25,Undergraduate,Medical,4,University,Urban,Provisional,575000,2862000,2230000,68200,2800,3,Average,Government Employee,21500,Approved
EL101148,22,Postgraduate,Engineering,3,University,Urban,Confirmed,131000,436000,367000,62600,0,2,Average,Self Employed,20100,Approved
EL101149,21,Professional Course,Commerce,3,University,Urban,Confirmed,73000,264000,264000,29400,7100,2,Average,Salaried,12100,Rejected
EL101150,20,Postgraduate,Medical,4,Private,Rural,Provisional,602000,2686000,2196000,57200,5500,4,Good,Self Employed,100100,Approved
EL101151,20,PhD,Engineering,3,College,Urban,Provisional,171000,602000,471000,33400,5300,4,Excellent,Salaried,23200,Rejected
EL101152,17,Professional Course,Medical,4,Private,Rural,Confirmed,562000,2591000,2591000,93800,17600,0,Good,Salaried,16000,Rejected
EL101153,17,Undergraduate,Commerce,5,Government,Urban,Confirmed,92000,548000,250000,73600,0,3,Good,Not Applicable,0,Approved
EL101154,22,Postgraduate,Management,2,University,Semi Urban,Confirmed,274000,675000,497000,63600,14800,2,Good,Salaried,33000,Rejected
EL101155,20,Postgraduate,Engineering,2,Private,Semi Urban,Provisional,250000,536000,342000,60400,4800,3,Average,Government Employee,40200,Approved
EL101156,24,Undergraduate,Engineering,1,College,Urban,Confirmed,251000,275000,196000,38400,11600,1,Average,Salaried,42600,Approved
EL101157,18,Diploma,Arts,3,College,Semi Urban,Provisional,88000,308000,259000,51200,3000,4,Excellent,Business Owner,54400,Approved
EL101158,17,Undergraduate,Arts,4,College,Semi Urban,Confirmed,113000,507000,455000,86700,23500,3,Average,Self Employed,16600,Rejected
EL101159,24,Diploma,Computer Science,5,Private,Urban,Confirmed,330000,1917000,1288000,50700,14600,2,Average,Salaried,32200,Approved
EL101160,20,Postgraduate,Computer Science,3,University,Urban,Provisional,178000,644000,548000,26400,2300,1,Good,Private Employee,12500,Rejected
EL101161,24,PhD,Medical,6,Private,Urban,Confirmed,500000,3570000,2197000,75200,8500,1,Average,Professional,25100,Rejected
EL101162,21,Postgraduate,Computer Science,1,Government,Rural,Confirmed,176000,212000,118000,28600,2900,1,Average,Self Employed,43000,Approved
EL101163,28,Postgraduate,Arts,3,University,Rural,Provisional,90000,292000,222000,39500,10500,2,Average,Professional,18200,Rejected
EL101164,24,Undergraduate,Arts,3,University,Urban,Confirmed,92000,291000,209000,31700,4600,1,Good,Salaried,101400,Approved
