Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Vehicle_Type,Vehicle_Condition,Vehicle_Price,Down_Payment,Loan_Amount,Loan_Tenure,Vehicle_Usage,Number_of_Dependents,Loan_Approval
VL101000,39,Salaried,Permanent,30000,4.3,5200,Motorcycle,Used,74000,13100,60900,3,Personal,0,Approved
VL101001,26,Salaried,Permanent,15000,2.4,900,Car,New,841000,165600,675400,3,Commercial,0,Rejected
VL101002,30,Salaried,Permanent,81200,3.6,16800,Car,Used,633000,157500,475500,5,Personal,3,Rejected
VL101003,41,Salaried,Permanent,21600,20.7,3300,Scooter,New,66000,12500,53500,5,Personal,3,Approved
VL101004,37,Business Owner,Business,90000,1.2,15400,Motorcycle,New,109000,14300,94700,3,Business,1,Approved
VL101005,29,Business Owner,Business,36100,0.9,4100,Scooter,New,76000,5500,70500,3,Personal,1,Approved
VL101006,44,Private Employee,Contract,65300,21.6,15200,Car,New,719000,123200,595800,5,Business,0,Approved
VL101007,44,Government Employee,Permanent,72800,24.0,0,Car,New,770000,70000,700000,3,Personal,4,Rejected
VL101008,22,Salaried,Permanent,55100,1.3,0,Car,Used,558000,150800,407200,2,Business,2,Approved
VL101009,21,Private Employee,Permanent,42100,0.1,0,Motorcycle,Used,53000,4000,49000,3,Business,3,Approved
VL101010,34,Professional,Permanent,39300,4.3,2500,Electric Vehicle,New,1536000,337100,1198900,3,Personal,2,Approved
VL101011,32,Private Employee,Permanent,40200,4.3,1700,Motorcycle,New,94000,31800,62200,2,Business,0,Approved
VL101012,42,Business Owner,Business,20200,13.4,1100,Car,New,795000,246200,548800,3,Business,0,Approved
VL101013,47,Private Employee,Permanent,26900,4.7,6300,Car,Used,448000,101000,347000,2,Business,3,Rejected
VL101014,48,Salaried,Permanent,15300,5.6,800,Car,New,714000,132900,581100,2,Personal,2,Rejected
VL101015,52,Salaried,Permanent,30300,4.6,5300,SUV,New,1328000,367800,960200,7,Commercial,0,Rejected
VL101016,24,Private Employee,Permanent,18900,3.5,2000,Scooter,Used,47000,16600,30400,3,Business,2,Rejected
VL101017,47,Private Employee,Permanent,48000,1.2,9000,Car,New,697000,78200,618800,5,Personal,0,Approved
VL101018,21,Government Employee,Permanent,15000,0.1,1900,Motorcycle,New,115000,8500,106500,5,Personal,4,Rejected
VL101019,21,Salaried,Permanent,32200,0.3,4200,SUV,Used,709000,74800,634200,5,Personal,2,Approved
VL101020,22,Business Owner,Business,40300,2.0,3100,Motorcycle,New,131000,20300,110700,3,Personal,1,Rejected
VL101021,35,Private Employee,Permanent,41000,5.4,1100,Electric Vehicle,New,1444000,257300,1186700,5,Business,1,Approved
VL101022,38,Professional,Permanent,17900,7.4,0,Scooter,New,65000,23200,41800,5,Personal,3,Approved
VL101023,30,Private Employee,Contract,67400,4.3,10100,SUV,Used,806000,175100,630900,2,Personal,2,Rejected
VL101024,33,Private Employee,Permanent,36200,6.2,9100,SUV,Used,889000,141800,747200,2,Business,2,Rejected
VL101025,35,Private Employee,Permanent,29500,9.5,1700,Commercial Vehicle,New,1958000,687200,1270800,3,Personal,1,Approved
VL101026,34,Self Employed,Self Employed,22100,3.3,2200,SUV,New,1481000,276800,1204200,5,Personal,2,Rejected
VL101027,24,Professional,Permanent,34200,4.0,600,Car,New,730000,204700,525300,2,Business,4,Approved
VL101028,35,Salaried,Permanent,17900,7.0,1600,Motorcycle,New,115000,13400,101600,3,Personal,3,Rejected
VL101029,47,Salaried,Permanent,38000,13.8,2800,Motorcycle,New,113000,35400,77600,3,Personal,0,Approved
VL101030,32,Government Employee,Permanent,16400,4.7,800,SUV,Used,542000,98200,443800,5,Personal,1,Approved
VL101031,22,Private Employee,Permanent,28300,0.1,500,SUV,Used,766000,133500,632500,5,Personal,1,Rejected
VL101032,50,Salaried,Contract,30700,13.6,5600,Scooter,Used,40000,1400,38600,5,Personal,2,Approved
VL101033,35,Business Owner,Business,25700,5.8,4700,Electric Vehicle,New,1206000,177000,1029000,2,Personal,0,Rejected
VL101034,32,Private Employee,Contract,27800,5.9,5900,Car,New,855000,68300,786700,3,Business,1,Rejected
VL101035,48,Private Employee,Permanent,27900,5.7,4700,Car,New,929000,201300,727700,2,Personal,1,Rejected
VL101036,27,Self Employed,Self Employed,36300,3.3,1000,Scooter,New,65000,7200,57800,3,Personal,0,Approved
VL101037,37,Government Employee,Permanent,57000,4.3,2900,Scooter,New,71000,3500,67500,7,Commercial,2,Approved
VL101038,21,Self Employed,Self Employed,68100,1.0,8700,SUV,New,1338000,338200,999800,3,Business,1,Rejected
VL101039,27,Salaried,Permanent,57000,0.8,2100,Motorcycle,New,97000,12800,84200,3,Personal,4,Approved
VL101040,21,Salaried,Permanent,67700,0.4,14900,Car,New,852000,109000,743000,5,Personal,1,Approved
VL101041,32,Business Owner,Business,58900,5.8,5800,Car,Used,433000,185800,247200,3,Personal,1,Approved
VL101042,39,Salaried,Contract,35300,8.4,1000,Scooter,New,66000,9400,56600,5,Personal,2,Approved
VL101043,32,Business Owner,Business,31500,1.9,4800,Scooter,Used,55000,15900,39100,5,Commercial,3,Rejected
VL101044,39,Private Employee,Permanent,81500,12.8,13300,SUV,Used,1149000,105000,1044000,5,Commercial,2,Approved
VL101045,34,Salaried,Permanent,36800,1.4,5000,Commercial Vehicle,New,1590000,359800,1230200,3,Business,1,Rejected
VL101046,25,Salaried,Permanent,22000,1.0,3700,Car,Used,418000,106000,312000,2,Personal,3,Rejected
VL101047,43,Salaried,Contract,46200,11.5,6000,SUV,New,1561000,57700,1503300,5,Commercial,1,Approved
VL101048,40,Private Employee,Permanent,76900,7.2,17500,Motorcycle,Used,96000,7700,88300,1,Personal,1,Approved
VL101049,40,Private Employee,Contract,53600,1.5,9900,SUV,New,1594000,489300,1104700,5,Commercial,1,Approved
VL101050,28,Professional,Permanent,33300,8.0,1600,Commercial Vehicle,New,1957000,316200,1640800,5,Business,2,Rejected
VL101051,21,Professional,Permanent,61700,0.1,2800,Motorcycle,Used,63000,13000,50000,3,Personal,0,Approved
VL101052,34,Government Employee,Permanent,22700,0.3,2100,Motorcycle,Used,53000,15700,37300,3,Personal,0,Approved
VL101053,42,Government Employee,Permanent,44000,18.2,4400,Car,New,816000,258600,557400,2,Personal,1,Approved
VL101054,30,Salaried,Permanent,32100,4.6,1500,Car,New,736000,105400,630600,5,Personal,0,Approved
VL101055,28,Private Employee,Permanent,26800,2.5,600,Motorcycle,Used,56000,11100,44900,1,Personal,0,Approved
VL101056,37,Salaried,Contract,25600,7.0,2100,Motorcycle,New,126000,19200,106800,3,Personal,1,Rejected
VL101057,21,Government Employee,Permanent,39800,0.5,1900,SUV,New,1615000,293100,1321900,3,Commercial,0,Approved
VL101058,21,Salaried,Permanent,36300,0.4,3800,SUV,New,1449000,206700,1242300,3,Business,3,Rejected
VL101059,41,Private Employee,Permanent,57400,6.8,0,Motorcycle,New,108000,17400,90600,5,Personal,4,Approved
VL101060,35,Salaried,Permanent,23200,8.2,4300,SUV,Used,893000,337500,555500,2,Personal,0,Approved
VL101061,38,Private Employee,Permanent,129200,4.3,9500,Car,New,724000,110200,613800,3,Commercial,2,Approved
VL101062,35,Private Employee,Permanent,40800,15.0,5100,Car,Used,467000,0,467000,5,Business,2,Approved
VL101063,21,Private Employee,Permanent,43100,0.8,0,Car,Used,499000,87800,411200,2,Commercial,2,Approved
VL101064,27,Private Employee,Permanent,52300,1.1,5600,Scooter,New,71000,2800,68200,3,Personal,3,Approved
VL101065,31,Government Employee,Permanent,18300,4.5,1600,Motorcycle,Used,42000,9600,32400,5,Business,2,Approved
VL101066,39,Government Employee,Permanent,92000,6.3,8800,Car,New,880000,160500,719500,2,Personal,2,Approved
VL101067,30,Government Employee,Permanent,27000,8.5,3100,Motorcycle,Used,60000,23400,36600,1,Business,0,Approved
VL101068,38,Private Employee,Permanent,56400,13.4,3100,Motorcycle,New,130000,37600,92400,2,Personal,2,Approved
VL101069,27,Private Employee,Permanent,45700,4.9,5900,Scooter,New,82000,500,81500,5,Commercial,0,Approved
VL101070,47,Private Employee,Permanent,31200,7.9,0,Motorcycle,Used,45000,3600,41400,1,Personal,1,Approved
VL101071,35,Business Owner,Business,51400,5.8,6300,Motorcycle,New,95000,16200,78800,5,Commercial,0,Approved
VL101072,37,Government Employee,Permanent,34000,8.3,3900,Scooter,Used,66000,14600,51400,3,Personal,1,Rejected
VL101073,38,Salaried,Permanent,43500,10.1,9700,Scooter,Used,40000,11300,28700,3,Business,2,Approved
VL101074,21,Self Employed,Self Employed,49500,0.4,6100,Car,Used,658000,164800,493200,5,Personal,2,Approved
VL101075,37,Government Employee,Permanent,36900,3.8,0,SUV,New,1519000,373800,1145200,3,Personal,3,Rejected
VL101076,33,Government Employee,Permanent,41800,1.3,2600,Motorcycle,New,112000,17200,94800,5,Business,2,Approved
VL101077,31,Salaried,Permanent,28100,4.9,1800,Car,Used,555000,92600,462400,5,Commercial,2,Approved
VL101078,37,Salaried,Permanent,24300,7.3,2200,Car,New,891000,203800,687200,5,Personal,1,Approved
VL101079,30,Salaried,Permanent,54900,2.0,4000,Car,New,816000,186300,629700,1,Business,1,Rejected
VL101080,46,Government Employee,Permanent,25400,2.6,2700,Motorcycle,New,117000,28100,88900,2,Business,3,Approved
VL101081,50,Self Employed,Self Employed,72000,7.6,1700,Motorcycle,New,107000,12800,94200,5,Personal,0,Approved
VL101082,35,Salaried,Contract,24200,4.1,5500,Car,New,811000,157200,653800,5,Personal,1,Rejected
VL101083,41,Government Employee,Permanent,36800,13.4,3300,Car,New,737000,211200,525800,7,Personal,2,Rejected
VL101084,31,Private Employee,Permanent,48500,8.3,13300,Car,Used,411000,59600,351400,2,Personal,2,Approved
VL101085,24,Business Owner,Business,61100,2.8,0,Car,New,772000,188600,583400,5,Personal,1,Approved
VL101086,38,Government Employee,Permanent,39500,6.4,2600,Car,Used,439000,52200,386800,3,Personal,2,Approved
VL101087,24,Salaried,Contract,92900,0.3,14800,Commercial Vehicle,Used,737000,142700,594300,2,Business,4,Approved
VL101088,28,Professional,Permanent,17600,1.1,0,Motorcycle,New,94000,24000,70000,3,Personal,3,Approved
VL101089,34,Self Employed,Self Employed,15000,2.1,3000,SUV,New,1511000,412300,1098700,1,Personal,3,Rejected
VL101090,33,Government Employee,Permanent,18300,7.0,2000,SUV,New,1309000,158000,1151000,2,Personal,0,Rejected
VL101091,34,Private Employee,Permanent,18100,2.2,2000,Commercial Vehicle,New,1897000,0,1897000,5,Commercial,1,Rejected
VL101092,44,Business Owner,Business,20500,13.1,4200,Motorcycle,New,94000,30300,63700,3,Commercial,2,Approved
VL101093,43,Government Employee,Permanent,28100,12.5,1800,Car,Used,692000,217300,474700,5,Business,2,Approved
VL101094,43,Salaried,Permanent,28600,8.2,1600,Commercial Vehicle,New,1676000,39500,1636500,5,Personal,0,Rejected
VL101095,36,Salaried,Permanent,29900,7.1,2000,Scooter,New,86000,21000,65000,7,Commercial,0,Rejected
VL101096,23,Salaried,Permanent,21000,0.6,1600,Car,New,694000,144700,549300,1,Business,1,Approved
VL101097,31,Business Owner,Business,36300,1.8,0,Commercial Vehicle,New,1536000,496800,1039200,3,Commercial,2,Approved
VL101098,28,Business Owner,Business,51600,4.3,6700,SUV,New,1338000,421100,916900,5,Personal,0,Rejected
VL101099,35,Salaried,Permanent,29100,6.5,2100,Electric Vehicle,New,1367000,388000,979000,5,Commercial,2,Approved
VL101100,44,Professional,Permanent,31900,3.1,2700,Scooter,New,74000,12700,61300,1,Commercial,1,Approved
VL101101,37,Professional,Permanent,56100,12.4,4800,SUV,New,1515000,0,1515000,3,Business,3,Rejected
VL101102,33,Government Employee,Permanent,52400,1.6,8600,Scooter,Used,40000,9600,30400,3,Commercial,0,Approved
VL101103,40,Salaried,Permanent,29200,10.5,3600,Car,New,854000,83600,770400,3,Personal,2,Approved
VL101104,33,Self Employed,Self Employed,62300,5.8,8600,Commercial Vehicle,Used,867000,32400,834600,7,Personal,2,Approved
VL101105,32,Salaried,Permanent,31400,12.0,2700,SUV,New,1408000,648200,759800,7,Personal,1,Approved
VL101106,40,Salaried,Permanent,47800,5.2,6700,Motorcycle,Used,82000,11100,70900,3,Business,0,Rejected
VL101107,38,Private Employee,Permanent,21200,14.4,5500,Car,New,899000,222600,676400,2,Personal,3,Rejected
VL101108,28,Business Owner,Business,25400,4.4,4900,Motorcycle,New,121000,33700,87300,3,Personal,1,Rejected
VL101109,21,Salaried,Permanent,20800,0.4,500,Car,New,815000,195200,619800,5,Personal,0,Rejected
VL101110,36,Self Employed,Self Employed,35400,1.9,6800,Car,New,723000,0,723000,3,Personal,3,Rejected
VL101111,31,Self Employed,Self Employed,28800,1.8,3900,Car,New,797000,266600,530400,3,Personal,1,Rejected
VL101112,30,Salaried,Permanent,25400,1.4,2600,Commercial Vehicle,New,1562000,306000,1256000,2,Commercial,1,Rejected
VL101113,29,Salaried,Permanent,40500,3.9,6700,Car,New,852000,204800,647200,2,Personal,1,Approved
VL101114,33,Professional,Contract,55200,5.4,8500,Scooter,New,88000,11800,76200,3,Personal,3,Approved
VL101115,34,Salaried,Permanent,33700,2.0,3900,Commercial Vehicle,Used,1078000,127600,950400,5,Personal,2,Rejected
VL101116,29,Government Employee,Permanent,39900,2.0,2900,SUV,New,1336000,164700,1171300,1,Business,4,Rejected
VL101117,27,Salaried,Permanent,34900,3.0,1400,Commercial Vehicle,New,1674000,214200,1459800,1,Business,4,Rejected
VL101118,21,Salaried,Permanent,23400,0.4,3900,Car,New,737000,106700,630300,3,Business,3,Rejected
VL101119,34,Private Employee,Permanent,29400,4.5,3800,SUV,Used,831000,257400,573600,2,Business,1,Approved
VL101120,41,Salaried,Permanent,67600,1.2,5300,Commercial Vehicle,New,2021000,325400,1695600,7,Personal,2,Approved
VL101121,35,Salaried,Permanent,30500,4.3,3000,Motorcycle,Used,82000,20400,61600,3,Personal,4,Approved
VL101122,21,Business Owner,Business,88300,1.0,6200,Motorcycle,New,125000,18400,106600,3,Personal,1,Approved
VL101123,26,Government Employee,Permanent,29000,0.5,500,Car,New,804000,189900,614100,7,Business,0,Approved
VL101124,25,Government Employee,Permanent,26300,2.3,5200,Electric Vehicle,New,1383000,271500,1111500,5,Commercial,1,Rejected
VL101125,26,Government Employee,Permanent,92800,1.2,10300,Car,New,743000,107200,635800,5,Business,4,Approved
VL101126,27,Salaried,Permanent,67500,0.8,0,Motorcycle,Used,73000,5400,67600,3,Personal,4,Approved
VL101127,28,Government Employee,Permanent,27900,7.9,4500,Scooter,Used,59000,13800,45200,3,Commercial,2,Approved
VL101128,55,Private Employee,Permanent,33800,5.8,4200,Motorcycle,Used,72000,8000,64000,5,Personal,1,Approved
VL101129,29,Salaried,Contract,15000,5.0,2200,Car,New,931000,227600,703400,3,Personal,1,Rejected
VL101130,21,Professional,Permanent,49100,0.3,9100,Scooter,New,81000,4700,76300,2,Commercial,1,Approved
VL101131,43,Professional,Permanent,28100,13.2,2500,Electric Vehicle,Used,829000,112200,716800,2,Business,2,Approved
VL101132,35,Self Employed,Self Employed,34500,5.4,3900,Electric Vehicle,Used,1039000,2900,1036100,7,Commercial,1,Rejected
VL101133,42,Private Employee,Permanent,21200,4.9,0,Scooter,Used,55000,5900,49100,5,Personal,0,Rejected
VL101134,33,Salaried,Permanent,61800,3.9,3600,SUV,Used,702000,110300,591700,3,Personal,2,Approved
VL101135,46,Private Employee,Permanent,26200,2.4,4600,SUV,New,1608000,512100,1095900,5,Personal,4,Rejected
VL101136,35,Private Employee,Permanent,43000,0.9,4200,Car,Used,328000,107700,220300,2,Personal,1,Approved
VL101137,43,Salaried,Permanent,34200,3.1,2400,Scooter,New,86000,25000,61000,5,Business,2,Rejected
VL101138,42,Self Employed,Self Employed,71000,2.1,8600,Car,Used,440000,110400,329600,5,Business,1,Approved
VL101139,31,Salaried,Permanent,52500,7.2,1500,Motorcycle,New,108000,23300,84700,1,Personal,0,Approved
VL101140,36,Salaried,Permanent,37900,3.3,2100,Car,New,781000,111800,669200,2,Business,2,Rejected
VL101141,44,Business Owner,Business,32900,24.0,5400,Motorcycle,New,99000,17600,81400,7,Business,2,Approved
VL101142,38,Business Owner,Business,22100,14.2,0,Car,New,841000,115200,725800,7,Personal,0,Approved
VL101143,43,Self Employed,Self Employed,17000,6.4,1000,Car,New,872000,257300,614700,5,Personal,4,Rejected
VL101144,56,Salaried,Permanent,19800,12.9,2200,Scooter,Used,51000,8200,42800,1,Personal,2,Rejected
VL101145,30,Salaried,Permanent,41500,6.6,5500,Motorcycle,New,125000,37400,87600,5,Business,2,Approved
VL101146,31,Salaried,Permanent,52000,4.4,1700,Scooter,New,79000,5800,73200,2,Commercial,4,Approved
VL101147,21,Self Employed,Self Employed,60600,1.0,8500,Motorcycle,New,127000,42700,84300,5,Business,1,Approved
VL101148,24,Salaried,Permanent,35600,0.9,3700,Scooter,Used,40000,5300,34700,1,Personal,1,Approved
VL101149,28,Private Employee,Permanent,37100,2.0,7400,Electric Vehicle,New,1234000,197000,1037000,2,Commercial,0,Rejected
VL101150,37,Salaried,Permanent,29200,5.1,4400,Car,Used,481000,107100,373900,5,Business,2,Approved
VL101151,32,Salaried,Permanent,30500,2.1,2500,Motorcycle,New,100000,7400,92600,3,Business,2,Rejected
VL101152,29,Self Employed,Self Employed,48900,0.4,9200,Motorcycle,Used,74000,14600,59400,2,Commercial,1,Rejected
VL101153,32,Professional,Contract,26200,4.5,2700,SUV,New,1547000,244000,1303000,3,Personal,1,Rejected
VL101154,29,Government Employee,Permanent,39800,3.7,5300,Motorcycle,New,112000,34300,77700,5,Personal,2,Rejected
VL101155,31,Private Employee,Permanent,38500,4.2,2100,Car,Used,511000,72100,438900,2,Business,1,Approved
VL101156,21,Salaried,Permanent,35700,0.4,900,Electric Vehicle,Used,834000,271600,562400,2,Commercial,1,Approved
VL101157,46,Salaried,Permanent,35000,6.6,0,Car,New,681000,143200,537800,5,Personal,1,Approved
VL101158,32,Salaried,Permanent,59800,6.2,3400,Scooter,Used,40000,5100,34900,5,Personal,2,Approved
VL101159,29,Business Owner,Business,46100,2.1,4600,Car,Used,599000,134200,464800,3,Commercial,1,Rejected
VL101160,32,Salaried,Contract,42300,4.3,2200,SUV,New,1231000,262000,969000,5,Personal,3,Rejected
VL101161,26,Self Employed,Self Employed,49700,2.4,6000,Commercial Vehicle,Used,991000,102800,888200,3,Personal,3,Rejected
VL101162,44,Salaried,Permanent,29800,8.3,2600,Commercial Vehicle,New,1738000,274900,1463100,5,Business,3,Rejected
VL101163,21,Self Employed,Self Employed,59100,0.9,5900,Car,New,687000,141900,545100,3,Business,0,Approved
VL101164,35,Professional,Permanent,59100,4.8,11600,SUV,Used,968000,300500,667500,3,Personal,2,Approved
VL101165,48,Self Employed,Self Employed,29300,1.0,6400,Motorcycle,New,117000,37500,79500,2,Personal,2,Rejected
VL101166,27,Salaried,Permanent,37800,6.2,0,Scooter,Used,40000,6800,33200,3,Personal,0,Approved
VL101167,21,Private Employee,Permanent,32800,0.5,300,Car,New,835000,232800,602200,7,Commercial,0,Approved
VL101168,33,Government Employee,Permanent,49400,3.7,5600,SUV,Used,614000,215600,398400,3,Personal,1,Approved
VL101169,32,Private Employee,Contract,43300,3.3,3000,Commercial Vehicle,Used,1389000,220500,1168500,5,Business,2,Approved
VL101170,33,Salaried,Permanent,23000,13.0,0,Scooter,Used,60000,8800,51200,7,Personal,3,Rejected
VL101171,28,Professional,Permanent,34300,2.6,4500,Car,New,804000,148500,655500,5,Personal,1,Rejected
VL101172,36,Salaried,Permanent,67500,12.4,800,Motorcycle,New,110000,31200,78800,3,Personal,1,Approved
VL101173,41,Self Employed,Self Employed,31700,12.5,4800,Scooter,New,64000,16500,47500,7,Commercial,2,Approved
VL101174,29,Private Employee,Permanent,56200,6.0,10000,Scooter,Used,42000,8000,34000,2,Personal,3,Rejected
VL101175,36,Business Owner,Business,74900,3.2,14300,Motorcycle,New,105000,26300,78700,1,Personal,3,Approved
VL101176,27,Self Employed,Self Employed,36200,4.0,1500,SUV,New,1438000,100400,1337600,3,Personal,3,Rejected
VL101177,53,Professional,Permanent,65800,6.1,6700,Commercial Vehicle,New,1909000,185200,1723800,2,Personal,2,Rejected
VL101178,43,Business Owner,Business,22300,3.4,4200,SUV,New,1343000,356100,986900,5,Personal,2,Rejected
VL101179,51,Salaried,Permanent,39900,7.1,0,SUV,Used,522000,10600,511400,1,Personal,2,Approved
VL101180,42,Salaried,Permanent,44100,20.0,400,Motorcycle,New,116000,15500,100500,2,Business,3,Approved
VL101181,22,Private Employee,Permanent,28800,0.3,4100,Commercial Vehicle,Used,830000,254000,576000,5,Commercial,1,Rejected
VL101182,27,Government Employee,Permanent,30100,5.3,6700,Motorcycle,New,126000,28600,97400,7,Commercial,0,Approved
VL101183,40,Salaried,Contract,46400,1.6,0,Scooter,New,74000,20700,53300,3,Personal,1,Approved
VL101184,31,Private Employee,Permanent,39300,4.7,300,Scooter,Used,50000,9600,40400,2,Business,4,Approved
VL101185,40,Professional,Permanent,45100,2.9,3300,Scooter,Used,43000,18300,24700,3,Personal,2,Approved
VL101186,32,Government Employee,Permanent,129100,8.8,14100,Scooter,Used,50000,18200,31800,2,Business,2,Approved
VL101187,41,Salaried,Permanent,33500,9.4,8400,SUV,Used,641000,96300,544700,5,Business,2,Approved
VL101188,52,Private Employee,Permanent,20300,22.5,3600,Car,Used,593000,0,593000,1,Personal,0,Approved
VL101189,22,Private Employee,Permanent,25800,1.1,3500,Scooter,Used,40000,6100,33900,2,Business,0,Rejected
VL101190,21,Professional,Permanent,35200,0.3,0,Motorcycle,New,122000,54200,67800,5,Personal,1,Approved
VL101191,32,Salaried,Permanent,19100,1.8,1900,Electric Vehicle,New,1209000,247800,961200,2,Personal,2,Rejected
VL101192,33,Salaried,Permanent,40400,8.0,6700,Scooter,Used,40000,3100,36900,2,Commercial,2,Approved
VL101193,29,Business Owner,Business,70000,2.1,700,Car,Used,301000,68200,232800,5,Personal,1,Approved
VL101194,37,Business Owner,Business,76200,16.8,5100,Scooter,New,69000,11300,57700,3,Business,2,Approved
VL101195,31,Private Employee,Permanent,36900,0.8,3300,Car,Used,594000,60500,533500,3,Business,1,Approved
VL101196,27,Self Employed,Self Employed,47000,1.2,2200,Electric Vehicle,New,1275000,47700,1227300,1,Personal,4,Rejected
VL101197,36,Salaried,Permanent,56000,10.9,8800,Motorcycle,New,116000,17200,98800,5,Personal,2,Approved
VL101198,41,Professional,Permanent,126800,21.0,21500,Motorcycle,New,113000,21100,91900,5,Business,0,Approved
VL101199,36,Private Employee,Permanent,37600,0.4,1300,Motorcycle,Used,82000,24000,58000,2,Personal,4,Approved
VL101200,51,Professional,Permanent,24500,3.1,400,Car,New,790000,156000,634000,2,Business,2,Approved
VL101201,31,Private Employee,Permanent,31400,3.0,3000,SUV,New,1595000,343200,1251800,3,Personal,4,Rejected
VL101202,26,Business Owner,Business,25500,3.9,3300,SUV,New,1619000,153500,1465500,2,Business,4,Rejected
VL101203,36,Professional,Permanent,43200,12.8,10900,Electric Vehicle,Used,748000,116100,631900,7,Personal,4,Approved
VL101204,21,Salaried,Permanent,51300,0.7,5200,Car,Used,383000,78200,304800,5,Personal,2,Approved
VL101205,52,Salaried,Permanent,37100,32.0,2600,Motorcycle,Used,71000,12800,58200,3,Business,3,Approved
VL101206,49,Government Employee,Permanent,25800,14.1,1000,SUV,New,1532000,353900,1178100,5,Business,3,Approved
VL101207,46,Salaried,Permanent,27500,9.5,3100,SUV,Used,806000,101900,704100,3,Business,3,Rejected
VL101208,21,Salaried,Contract,55300,0.3,4400,Electric Vehicle,Used,798000,210600,587400,7,Personal,2,Approved
VL101209,30,Professional,Permanent,28800,3.4,4700,SUV,New,1311000,426700,884300,2,Commercial,3,Rejected
VL101210,34,Self Employed,Self Employed,115300,3.8,13500,Electric Vehicle,New,1109000,33000,1076000,5,Personal,2,Approved
VL101211,35,Salaried,Contract,23500,6.7,2200,Commercial Vehicle,New,1889000,347800,1541200,3,Personal,1,Rejected
VL101212,40,Professional,Contract,22900,7.0,600,Motorcycle,New,110000,39600,70400,3,Personal,1,Approved
VL101213,44,Salaried,Permanent,23900,13.6,3200,Electric Vehicle,New,1182000,43600,1138400,5,Personal,1,Rejected
VL101214,49,Business Owner,Business,63300,1.8,5600,Motorcycle,Used,43000,5500,37500,1,Personal,0,Approved
VL101215,41,Salaried,Permanent,32100,14.7,5000,Commercial Vehicle,Used,988000,292000,696000,7,Personal,2,Approved
VL101216,33,Private Employee,Permanent,30700,8.6,0,Motorcycle,Used,60000,13000,47000,3,Personal,2,Approved
VL101217,34,Government Employee,Permanent,82800,7.2,10300,Electric Vehicle,Used,904000,177300,726700,5,Personal,0,Approved
VL101218,41,Private Employee,Permanent,15000,2.6,2400,Electric Vehicle,Used,528000,41200,486800,3,Personal,2,Rejected
VL101219,23,Private Employee,Permanent,41700,0.8,4300,Car,New,866000,213100,652900,5,Business,2,Approved
VL101220,32,Salaried,Permanent,32200,4.5,5400,Motorcycle,New,110000,33800,76200,2,Business,0,Approved
VL101221,49,Professional,Permanent,112000,2.8,14900,Electric Vehicle,New,1173000,272200,900800,2,Personal,3,Approved
VL101222,40,Private Employee,Permanent,29100,5.5,1500,Motorcycle,New,126000,18700,107300,5,Personal,2,Rejected
VL101223,44,Private Employee,Permanent,25600,24.0,200,Motorcycle,Used,86000,15800,70200,7,Business,1,Approved
VL101224,37,Salaried,Permanent,49400,4.8,8800,Car,New,755000,89500,665500,5,Commercial,1,Approved
VL101225,43,Salaried,Permanent,42200,10.1,2300,Motorcycle,New,114000,18900,95100,2,Commercial,2,Approved
VL101226,39,Professional,Permanent,47300,6.9,4300,Car,Used,477000,28100,448900,2,Commercial,2,Approved
VL101227,51,Salaried,Contract,30400,25.6,1700,Commercial Vehicle,New,1954000,306100,1647900,5,Personal,1,Approved
VL101228,30,Self Employed,Self Employed,27700,1.1,5100,Electric Vehicle,New,1425000,382900,1042100,3,Personal,2,Rejected
VL101229,27,Professional,Permanent,23900,1.2,0,Car,Used,456000,92700,363300,5,Business,3,Approved
VL101230,21,Private Employee,Permanent,41000,0.5,7000,Motorcycle,New,115000,21100,93900,3,Personal,0,Rejected
VL101231,34,Private Employee,Permanent,39400,5.1,2200,Car,Used,568000,68200,499800,3,Commercial,3,Rejected
VL101232,42,Private Employee,Permanent,42700,12.8,11500,Scooter,Used,49000,10300,38700,5,Business,3,Approved
VL101233,45,Private Employee,Permanent,109500,3.6,19000,Motorcycle,New,107000,24500,82500,3,Personal,0,Approved
VL101234,34,Government Employee,Permanent,73000,14.0,2600,Car,Used,409000,53500,355500,5,Personal,0,Approved
VL101235,46,Government Employee,Permanent,35700,10.3,8000,SUV,Used,549000,83400,465600,2,Business,1,Rejected
VL101236,37,Salaried,Permanent,29600,6.0,1400,Commercial Vehicle,New,1617000,97700,1519300,1,Commercial,3,Rejected
VL101237,24,Salaried,Permanent,63600,3.3,9400,Commercial Vehicle,New,1625000,442300,1182700,1,Personal,0,Approved
VL101238,42,Self Employed,Self Employed,51200,5.4,7000,Commercial Vehicle,New,2056000,718300,1337700,5,Personal,3,Approved
VL101239,29,Self Employed,Self Employed,42100,3.9,11600,Scooter,New,75000,11400,63600,5,Personal,3,Rejected
VL101240,30,Salaried,Permanent,49600,7.2,1200,Car,New,754000,192900,561100,1,Business,2,Approved
VL101241,46,Private Employee,Contract,23300,10.9,0,SUV,New,1223000,355200,867800,5,Personal,0,Approved
VL101242,46,Self Employed,Self Employed,52800,11.3,300,Commercial Vehicle,New,2080000,396600,1683400,5,Personal,2,Approved
VL101243,38,Salaried,Permanent,28500,15.5,2900,Car,New,944000,229400,714600,3,Personal,0,Rejected
