Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Property_Value,Down_Payment,Property_Type,Property_Location_Type,Number_of_Dependents,Loan_Approval
HL100959,35,Private Employee,Contract,57900,9.5,12900,3625000,20,4836000,1211000,Villa,Urban,0,Approved
HL100960,57,Private Employee,Permanent,28300,27.8,7100,2276000,15,3293000,1017000,Villa,Urban,2,Approved
HL100961,39,Private Employee,Contract,88400,7.3,12000,10058000,15,12630000,2572000,Independent House,Urban,4,Rejected
HL100962,27,Salaried,Permanent,51700,2.8,5000,3817000,15,5040000,1223000,Independent House,Semi Urban,1,Approved
HL100963,40,Salaried,Permanent,91300,7.0,22300,8723000,10,12827000,4104000,Apartment,Urban,2,Approved
HL100964,26,Professional,Permanent,56900,3.4,2400,3847000,20,4865000,1018000,Apartment,Urban,4,Rejected
HL100965,27,Private Employee,Permanent,51000,2.1,6300,5198000,20,5975000,777000,Plot,Urban,2,Rejected
HL100966,29,Professional,Permanent,36100,5.1,5700,3059000,15,4214000,1155000,Apartment,Rural,2,Rejected
HL100967,34,Salaried,Permanent,76300,7.1,3900,4029000,30,6057000,2028000,Plot,Semi Urban,2,Rejected
HL100968,46,Private Employee,Permanent,36500,1.8,2500,3817000,5,5639000,1822000,Villa,Urban,4,Rejected
HL100969,43,Salaried,Permanent,43500,14.6,2700,3707000,25,5128000,1421000,Builder Floor,Rural,1,Approved
HL100970,43,Salaried,Permanent,54200,11.2,12600,6240000,25,6568000,328000,Apartment,Semi Urban,3,Rejected
HL100971,28,Salaried,Permanent,57200,7.0,15600,7117000,25,8566000,1449000,Independent House,Semi Urban,1,Approved
HL100972,33,Salaried,Permanent,25100,2.0,3200,3720000,20,4500000,780000,Apartment,Urban,0,Rejected
HL100973,40,Professional,Contract,56200,10.5,5500,3669000,10,4726000,1057000,Builder Floor,Urban,2,Approved
HL100974,32,Government Employee,Permanent,73600,3.5,5300,6224000,25,9650000,3426000,Villa,Semi Urban,3,Approved
HL100975,35,Private Employee,Contract,45700,1.2,5500,4160000,25,4801000,641000,Villa,Urban,3,Rejected
HL100976,42,Private Employee,Permanent,49000,1.2,3700,3613000,25,6015000,2402000,Plot,Urban,3,Approved
HL100977,35,Government Employee,Permanent,55400,14.0,6200,6511000,15,8033000,1522000,Apartment,Urban,2,Approved
HL100978,40,Private Employee,Permanent,51200,10.5,7800,6643000,20,7896000,1253000,Independent House,Urban,2,Rejected
HL100979,52,Salaried,Contract,34100,12.2,3000,3538000,15,4966000,1428000,Plot,Semi Urban,4,Rejected
HL100980,36,Professional,Permanent,61300,1.7,6400,6644000,20,9410000,2766000,Apartment,Urban,1,Rejected
HL100981,49,Business Owner,Business,105900,28.0,11100,10790000,25,14822000,4032000,Builder Floor,Semi Urban,0,Approved
HL100982,43,Self Employed,Self Employed,33800,5.6,3200,3524000,10,4188000,664000,Builder Floor,Semi Urban,1,Approved
HL100983,25,Private Employee,Permanent,45800,2.3,3900,3138000,10,4242000,1104000,Builder Floor,Urban,2,Approved
HL100984,28,Salaried,Permanent,29100,3.5,5300,2076000,5,2407000,331000,Plot,Urban,2,Rejected
HL100985,30,Professional,Permanent,95200,9.0,0,10871000,10,12884000,2013000,Apartment,Urban,3,Approved
HL100986,30,Government Employee,Permanent,49400,4.1,12100,6013000,15,7635000,1622000,Independent House,Urban,0,Approved
HL100987,37,Salaried,Permanent,37000,4.8,4800,2497000,10,2953000,456000,Apartment,Semi Urban,3,Rejected
HL100988,44,Government Employee,Permanent,53600,12.8,9000,4052000,15,5823000,1771000,Plot,Semi Urban,2,Approved
HL100989,49,Self Employed,Self Employed,31500,16.8,5600,2059000,20,2492000,433000,Apartment,Rural,4,Rejected
HL100990,41,Private Employee,Permanent,34000,20.0,2200,2790000,25,3498000,708000,Builder Floor,Rural,1,Approved
HL100991,34,Self Employed,Self Employed,28100,5.8,1300,2890000,15,3398000,508000,Apartment,Urban,2,Rejected
HL100992,22,Self Employed,Self Employed,33500,0.2,1300,2058000,10,2952000,894000,Apartment,Semi Urban,2,Approved
HL100993,39,Salaried,Permanent,99800,6.2,10000,6732000,25,8079000,1347000,Apartment,Urban,2,Approved
HL100994,38,Professional,Permanent,44800,9.5,7900,3510000,15,5097000,1587000,Villa,Urban,0,Approved
HL100995,40,Private Employee,Permanent,66800,12.0,4900,6213000,15,8946000,2733000,Apartment,Urban,0,Approved
HL100996,57,Private Employee,Permanent,37200,3.6,6300,5361000,20,6572000,1211000,Apartment,Urban,0,Rejected
HL100997,49,Salaried,Permanent,76300,8.8,0,5368000,30,6903000,1535000,Apartment,Semi Urban,2,Approved
HL100998,45,Professional,Contract,39300,24.0,3500,3732000,15,4563000,831000,Apartment,Semi Urban,2,Rejected
HL100999,29,Government Employee,Permanent,52400,1.7,11200,5369000,30,7291000,1922000,Builder Floor,Urban,2,Rejected
HL101000,33,Salaried,Contract,55500,10.0,5900,6521000,15,8197000,1676000,Independent House,Urban,2,Approved
HL101001,37,Private Employee,Permanent,154400,5.7,8300,12505000,10,15374000,2869000,Apartment,Semi Urban,0,Approved
HL101002,31,Salaried,Permanent,71900,4.7,4800,4407000,10,5677000,1270000,Apartment,Semi Urban,0,Approved
HL101003,43,Salaried,Permanent,41500,2.5,0,5753000,25,6346000,593000,Apartment,Semi Urban,2,Rejected
HL101004,41,Private Employee,Permanent,73700,7.7,2900,10376000,20,13200000,2824000,Apartment,Urban,3,Approved
HL101005,28,Government Employee,Permanent,134700,3.9,27600,12342000,20,16953000,4611000,Apartment,Urban,2,Approved
HL101006,49,Professional,Permanent,29900,12.6,2200,2811000,30,3655000,844000,Apartment,Semi Urban,2,Rejected
HL101007,39,Government Employee,Permanent,35200,7.2,2900,1799000,20,2556000,757000,Apartment,Semi Urban,4,Approved
HL101008,22,Self Employed,Self Employed,48700,0.7,0,3369000,10,4158000,789000,Apartment,Urban,4,Rejected
HL101009,38,Private Employee,Permanent,44900,2.5,0,3243000,25,3971000,728000,Plot,Urban,2,Rejected
HL101010,41,Private Employee,Permanent,46600,11.4,10000,6359000,15,7314000,955000,Apartment,Urban,1,Rejected
HL101011,47,Private Employee,Contract,30100,1.3,5100,2212000,20,2723000,511000,Villa,Semi Urban,0,Rejected
HL101012,35,Private Employee,Permanent,101900,13.9,1700,6319000,25,10148000,3829000,Villa,Urban,2,Approved
HL101013,45,Professional,Permanent,32800,9.9,2300,1759000,20,2321000,562000,Builder Floor,Semi Urban,1,Approved
HL101014,40,Government Employee,Permanent,47000,15.1,5500,2380000,15,2879000,499000,Apartment,Rural,0,Approved
HL101015,26,Salaried,Permanent,86700,0.1,2100,9136000,20,10617000,1481000,Plot,Urban,1,Rejected
HL101016,25,Self Employed,Self Employed,53400,2.9,0,6620000,10,7292000,672000,Builder Floor,Urban,4,Rejected
HL101017,48,Business Owner,Business,43600,6.7,4700,5183000,15,6123000,940000,Builder Floor,Urban,0,Approved
HL101018,49,Salaried,Permanent,29500,13.1,4900,2714000,20,3773000,1059000,Plot,Urban,3,Rejected
HL101019,41,Private Employee,Permanent,48800,14.5,8200,3761000,15,4619000,858000,Apartment,Rural,3,Approved
HL101020,51,Business Owner,Business,48200,13.1,9200,4836000,5,5645000,809000,Builder Floor,Rural,2,Rejected
HL101021,48,Self Employed,Self Employed,59400,18.1,0,5564000,20,6562000,998000,Plot,Urban,0,Approved
HL101022,44,Professional,Permanent,33200,8.3,4100,1878000,15,2579000,701000,Apartment,Rural,3,Approved
HL101023,30,Private Employee,Permanent,78100,9.0,7700,10376000,15,13193000,2817000,Apartment,Urban,2,Approved
HL101024,54,Private Employee,Permanent,57100,13.6,6500,6259000,30,7539000,1280000,Builder Floor,Semi Urban,1,Approved
HL101025,43,Government Employee,Permanent,56100,9.2,5800,5098000,10,6335000,1237000,Apartment,Semi Urban,2,Rejected
HL101026,35,Professional,Permanent,119200,5.9,8000,7842000,10,12993000,5151000,Plot,Urban,0,Approved
HL101027,32,Government Employee,Permanent,42300,5.1,0,2732000,25,4003000,1271000,Independent House,Urban,2,Approved
HL101028,40,Self Employed,Self Employed,39100,2.9,8300,1901000,10,2869000,968000,Plot,Semi Urban,3,Approved
HL101029,23,Government Employee,Permanent,40200,0.4,5900,6242000,30,6783000,541000,Apartment,Urban,2,Rejected
HL101030,44,Private Employee,Permanent,49700,20.1,100,4129000,20,5213000,1084000,Plot,Rural,4,Approved
HL101031,29,Self Employed,Self Employed,52000,6.4,8200,3686000,20,4433000,747000,Independent House,Urban,1,Rejected
HL101032,41,Private Employee,Permanent,37300,15.2,3100,2662000,15,3615000,953000,Builder Floor,Urban,3,Rejected
HL101033,33,Professional,Permanent,25100,7.5,2200,1411000,15,2030000,619000,Apartment,Rural,2,Approved
HL101034,36,Government Employee,Permanent,40000,4.6,2300,3248000,25,4309000,1061000,Apartment,Urban,0,Approved
HL101035,31,Private Employee,Permanent,63700,2.8,10400,7430000,10,8743000,1313000,Apartment,Urban,3,Rejected
HL101036,37,Government Employee,Permanent,54700,7.1,3100,5551000,25,6665000,1114000,Apartment,Urban,3,Rejected
HL101037,55,Government Employee,Permanent,88300,32.8,2800,11080000,25,15171000,4091000,Builder Floor,Urban,1,Approved
HL101038,50,Private Employee,Permanent,130600,15.4,27500,14620000,25,20238000,5618000,Apartment,Urban,3,Approved
HL101039,41,Salaried,Permanent,76200,4.0,8100,10237000,10,13317000,3080000,Apartment,Urban,1,Rejected
HL101040,38,Salaried,Permanent,100900,2.1,10900,13186000,25,17133000,3947000,Plot,Urban,0,Approved
HL101041,46,Self Employed,Self Employed,76500,20.3,13400,10439000,25,13453000,3014000,Apartment,Urban,1,Rejected
HL101042,48,Private Employee,Permanent,116900,27.0,7800,11923000,5,15720000,3797000,Apartment,Rural,2,Approved
HL101043,31,Self Employed,Self Employed,124600,0.9,10300,7505000,25,10385000,2880000,Villa,Rural,0,Approved
HL101044,37,Salaried,Permanent,83100,13.3,12000,6196000,10,8493000,2297000,Apartment,Urban,0,Approved
HL101045,22,Government Employee,Permanent,70700,0.6,0,3968000,30,5100000,1132000,Plot,Rural,4,Approved
HL101046,48,Salaried,Permanent,49400,6.5,6800,4165000,10,5313000,1148000,Villa,Rural,2,Rejected
HL101047,57,Self Employed,Self Employed,53200,19.2,3200,4672000,15,5937000,1265000,Apartment,Rural,3,Approved
HL101048,39,Business Owner,Business,58200,3.1,11000,3820000,20,4534000,714000,Independent House,Semi Urban,1,Approved
HL101049,22,Salaried,Permanent,71700,0.4,11700,10007000,10,11865000,1858000,Builder Floor,Urban,0,Approved
HL101050,43,Self Employed,Self Employed,39200,10.2,6000,4664000,10,6333000,1669000,Apartment,Urban,3,Rejected
HL101051,30,Salaried,Permanent,49700,9.0,0,4476000,5,5347000,871000,Plot,Rural,1,Rejected
HL101052,32,Salaried,Permanent,18800,4.1,2100,1688000,25,2361000,673000,Independent House,Urban,1,Rejected
HL101053,44,Salaried,Permanent,117600,6.0,3000,6571000,5,8380000,1809000,Independent House,Rural,4,Approved
HL101054,40,Government Employee,Permanent,46600,11.1,5500,3845000,20,5382000,1537000,Plot,Semi Urban,1,Approved
HL101055,34,Self Employed,Self Employed,66500,8.9,0,4702000,20,6449000,1747000,Apartment,Urban,1,Approved
HL101056,32,Professional,Permanent,120100,2.8,0,12248000,20,17188000,4940000,Independent House,Urban,2,Approved
HL101057,39,Salaried,Permanent,62000,3.5,13300,4221000,15,5159000,938000,Apartment,Rural,0,Approved
HL101058,34,Private Employee,Permanent,103800,2.7,15500,8230000,15,11013000,2783000,Plot,Urban,2,Approved
HL101059,28,Self Employed,Self Employed,31000,7.0,2800,2452000,30,3401000,949000,Independent House,Semi Urban,1,Rejected
HL101060,35,Professional,Permanent,183200,9.3,8700,17213000,25,19039000,1826000,Apartment,Rural,0,Approved
HL101061,41,Private Employee,Permanent,88400,7.1,2900,6746000,30,10478000,3732000,Apartment,Urban,1,Rejected
HL101062,36,Salaried,Permanent,59500,13.9,8100,6421000,25,10724000,4303000,Builder Floor,Urban,1,Approved
HL101063,25,Private Employee,Contract,102900,1.0,9500,5877000,25,8346000,2469000,Apartment,Urban,2,Approved
HL101064,47,Government Employee,Permanent,30400,11.2,7400,3310000,30,4626000,1316000,Apartment,Semi Urban,4,Rejected
HL101065,22,Professional,Permanent,54700,0.2,5800,3230000,20,4407000,1177000,Apartment,Urban,2,Rejected
HL101066,34,Government Employee,Permanent,98600,11.7,12300,8179000,30,10149000,1970000,Independent House,Urban,1,Approved
HL101067,32,Self Employed,Self Employed,23400,2.6,200,3390000,5,4297000,907000,Apartment,Urban,4,Rejected
HL101068,39,Salaried,Permanent,69700,4.3,6400,7635000,10,10863000,3228000,Plot,Urban,3,Approved
HL101069,43,Government Employee,Permanent,65400,13.1,8800,8259000,20,9627000,1368000,Villa,Urban,0,Approved
HL101070,48,Business Owner,Business,164300,1.2,14800,21621000,20,25000000,3379000,Apartment,Urban,0,Rejected
HL101071,32,Private Employee,Contract,26600,1.5,2200,2305000,15,2839000,534000,Independent House,Semi Urban,1,Rejected
HL101072,43,Private Employee,Contract,111800,16.4,16300,13149000,20,18074000,4925000,Apartment,Urban,0,Approved
HL101073,40,Professional,Permanent,48400,3.9,11700,3451000,20,4063000,612000,Apartment,Semi Urban,2,Rejected
HL101074,23,Business Owner,Business,55400,2.0,7300,5316000,25,6661000,1345000,Independent House,Rural,1,Approved
HL101075,55,Government Employee,Permanent,29700,17.5,6300,3619000,15,4590000,971000,Apartment,Semi Urban,4,Rejected
HL101076,25,Private Employee,Permanent,33200,0.4,5600,4207000,15,4887000,680000,Builder Floor,Semi Urban,1,Rejected
HL101077,42,Private Employee,Permanent,65000,21.0,13400,9699000,25,10209000,510000,Independent House,Urban,1,Approved
HL101078,42,Private Employee,Permanent,32800,10.8,2300,3637000,20,4219000,582000,Apartment,Semi Urban,4,Rejected
HL101079,40,Government Employee,Permanent,71800,7.5,7400,7327000,25,9652000,2325000,Builder Floor,Urban,2,Approved
HL101080,34,Salaried,Permanent,40200,6.7,4200,3617000,15,4881000,1264000,Independent House,Urban,0,Approved
HL101081,45,Professional,Permanent,36100,2.1,5900,3954000,5,5340000,1386000,Apartment,Semi Urban,0,Rejected
HL101082,24,Professional,Permanent,49100,1.3,9000,5296000,30,7243000,1947000,Independent House,Urban,2,Approved
HL101083,37,Business Owner,Business,78800,3.5,10200,8210000,5,9890000,1680000,Builder Floor,Urban,2,Rejected
HL101084,33,Professional,Permanent,55000,5.1,10500,6553000,20,7735000,1182000,Independent House,Semi Urban,2,Rejected
HL101085,32,Self Employed,Self Employed,55000,3.5,4100,3551000,15,4735000,1184000,Independent House,Urban,3,Approved
HL101086,42,Self Employed,Self Employed,74100,10.4,14100,9723000,15,12201000,2478000,Independent House,Urban,2,Approved
HL101087,48,Self Employed,Self Employed,88200,9.6,17800,10258000,25,14501000,4243000,Apartment,Urban,3,Approved
HL101088,35,Private Employee,Permanent,47100,4.2,8200,3677000,15,4906000,1229000,Apartment,Urban,2,Approved
HL101089,45,Private Employee,Contract,33900,4.7,4400,1938000,10,2861000,923000,Independent House,Urban,2,Approved
HL101090,38,Salaried,Contract,56100,1.6,9900,7077000,25,8660000,1583000,Builder Floor,Urban,0,Rejected
HL101091,30,Private Employee,Contract,67000,0.6,3200,4709000,5,6780000,2071000,Plot,Urban,2,Approved
HL101092,36,Government Employee,Permanent,26700,2.1,3600,2631000,15,4262000,1631000,Apartment,Semi Urban,1,Approved
HL101093,35,Salaried,Contract,36300,9.9,5200,1695000,20,2185000,490000,Independent House,Rural,2,Rejected
HL101094,32,Private Employee,Permanent,39200,2.1,500,2631000,15,3555000,924000,Apartment,Semi Urban,1,Approved
HL101095,42,Government Employee,Permanent,46900,5.5,7400,3401000,20,3980000,579000,Apartment,Urban,2,Rejected
HL101096,40,Salaried,Permanent,38500,5.0,800,3831000,15,5407000,1576000,Villa,Semi Urban,1,Approved
HL101097,24,Business Owner,Business,93100,1.0,8000,6663000,15,9661000,2998000,Apartment,Rural,2,Approved
HL101098,23,Business Owner,Business,32900,1.2,4100,3354000,15,4093000,739000,Plot,Rural,1,Rejected
HL101099,42,Salaried,Permanent,26600,7.4,1600,3512000,25,4791000,1279000,Independent House,Urban,3,Rejected
HL101100,31,Salaried,Contract,46600,8.0,5900,5071000,5,6694000,1623000,Villa,Urban,1,Rejected
HL101101,41,Government Employee,Permanent,47600,2.8,6000,3724000,30,4974000,1250000,Builder Floor,Urban,2,Approved
HL101102,45,Self Employed,Self Employed,28200,17.8,1500,1580000,15,2209000,629000,Villa,Semi Urban,2,Rejected
HL101103,27,Business Owner,Business,51500,6.0,8500,6471000,15,8763000,2292000,Builder Floor,Urban,1,Approved
HL101104,25,Salaried,Permanent,45200,1.8,2700,2798000,25,3537000,739000,Plot,Rural,3,Approved
HL101105,53,Self Employed,Self Employed,45400,5.6,13800,5602000,15,7853000,2251000,Independent House,Urban,3,Rejected
HL101106,41,Salaried,Permanent,58000,12.6,6500,5974000,20,8645000,2671000,Apartment,Semi Urban,2,Approved
HL101107,34,Government Employee,Permanent,38200,5.8,1000,4581000,30,5557000,976000,Apartment,Urban,4,Approved
HL101108,30,Professional,Permanent,121200,5.0,5000,13522000,25,17333000,3811000,Builder Floor,Urban,1,Approved
HL101109,33,Salaried,Contract,67500,9.7,14300,11128000,20,12076000,948000,Apartment,Urban,3,Rejected
HL101110,27,Salaried,Permanent,37700,2.0,3300,3816000,25,5204000,1388000,Builder Floor,Semi Urban,3,Approved
HL101111,46,Private Employee,Permanent,56500,7.3,600,5828000,15,8544000,2716000,Apartment,Urban,2,Approved
HL101112,31,Private Employee,Permanent,57300,10.0,10800,5762000,25,7197000,1435000,Plot,Urban,3,Approved
HL101113,48,Professional,Permanent,107600,17.2,9300,9400000,10,12219000,2819000,Apartment,Semi Urban,2,Rejected
HL101114,34,Professional,Permanent,47600,11.8,8200,3388000,5,4248000,860000,Builder Floor,Rural,2,Rejected
HL101115,29,Salaried,Permanent,76500,6.2,14900,9623000,20,11870000,2247000,Apartment,Semi Urban,2,Approved
HL101116,34,Salaried,Permanent,55200,11.9,7800,5356000,15,7034000,1678000,Apartment,Semi Urban,1,Approved
HL101117,22,Self Employed,Self Employed,106000,0.6,33000,14406000,25,17094000,2688000,Builder Floor,Urban,2,Rejected
HL101118,37,Salaried,Permanent,96800,13.5,0,4821000,10,6035000,1214000,Apartment,Rural,1,Approved
HL101119,36,Business Owner,Business,74000,3.9,4000,10643000,5,12486000,1843000,Apartment,Urban,2,Approved
HL101120,45,Self Employed,Self Employed,48100,2.1,4800,3224000,20,4399000,1175000,Builder Floor,Rural,2,Rejected
HL101121,22,Salaried,Permanent,68000,0.2,20500,7054000,20,9271000,2217000,Plot,Semi Urban,1,Rejected
HL101122,48,Business Owner,Business,62400,10.7,16500,4302000,30,5282000,980000,Apartment,Urban,0,Approved
HL101123,45,Salaried,Permanent,115400,8.6,25700,15514000,15,19966000,4452000,Independent House,Urban,1,Approved
HL101124,49,Private Employee,Permanent,56100,12.5,3200,5790000,10,7259000,1469000,Apartment,Semi Urban,2,Approved
HL101125,38,Private Employee,Permanent,45100,4.2,3000,3452000,5,5014000,1562000,Apartment,Semi Urban,1,Approved
HL101126,47,Private Employee,Permanent,44100,1.4,2400,3499000,15,4292000,793000,Independent House,Semi Urban,0,Approved
HL101127,25,Self Employed,Self Employed,31400,1.3,1800,1907000,10,2615000,708000,Apartment,Rural,1,Rejected
HL101128,44,Private Employee,Permanent,69600,2.9,16700,6514000,25,7788000,1274000,Independent House,Urban,1,Rejected
HL101129,31,Professional,Contract,43100,4.3,4300,2898000,10,4054000,1156000,Apartment,Urban,1,Approved
HL101130,23,Professional,Permanent,102100,1.2,11300,7952000,30,11409000,3457000,Builder Floor,Semi Urban,1,Approved
HL101131,28,Private Employee,Contract,30300,2.2,5500,2677000,20,3861000,1184000,Independent House,Urban,2,Approved
HL101132,38,Salaried,Permanent,57400,2.8,0,4071000,20,6146000,2075000,Apartment,Semi Urban,2,Approved
HL101133,31,Self Employed,Self Employed,90900,4.6,11300,7792000,10,10298000,2506000,Builder Floor,Rural,4,Approved
HL101134,41,Professional,Permanent,23700,20.0,800,2001000,10,2938000,937000,Plot,Urban,0,Approved
HL101135,22,Government Employee,Permanent,127600,0.6,12300,6471000,15,9954000,3483000,Apartment,Semi Urban,1,Approved
HL101136,22,Private Employee,Contract,44700,0.7,3300,5703000,20,6557000,854000,Builder Floor,Semi Urban,0,Rejected
HL101137,50,Private Employee,Permanent,57700,8.5,4000,5950000,20,7184000,1234000,Apartment,Urban,2,Rejected
HL101138,46,Salaried,Permanent,70100,5.6,9700,8134000,15,9041000,907000,Apartment,Semi Urban,0,Rejected
HL101139,29,Self Employed,Self Employed,75100,7.3,10300,8023000,15,11542000,3519000,Apartment,Semi Urban,1,Rejected
HL101140,38,Government Employee,Permanent,58200,0.6,6000,8384000,30,9308000,924000,Apartment,Urban,2,Rejected
HL101141,47,Self Employed,Self Employed,84900,6.3,12700,10671000,15,11569000,898000,Villa,Urban,1,Rejected
HL101142,42,Business Owner,Business,85500,21.0,4300,10158000,10,11706000,1548000,Independent House,Urban,2,Rejected
HL101143,39,Business Owner,Business,149600,7.4,26100,20137000,15,21910000,1773000,Builder Floor,Semi Urban,2,Approved
HL101144,48,Government Employee,Permanent,65100,2.7,6700,8181000,15,10790000,2609000,Apartment,Urban,3,Rejected
HL101145,31,Government Employee,Permanent,124600,6.0,10100,10691000,15,12334000,1643000,Apartment,Urban,1,Approved
HL101146,38,Self Employed,Self Employed,81300,5.5,4600,7994000,20,8734000,740000,Apartment,Rural,1,Rejected
HL101147,38,Business Owner,Business,30000,1.3,3000,3476000,20,4437000,961000,Apartment,Semi Urban,2,Rejected
HL101148,36,Private Employee,Contract,175400,7.9,47300,19434000,20,24959000,5525000,Builder Floor,Semi Urban,0,Approved
HL101149,34,Business Owner,Business,52300,6.1,6000,3357000,10,3611000,254000,Villa,Rural,0,Rejected
HL101150,39,Salaried,Permanent,106200,8.1,3000,11165000,5,13338000,2173000,Plot,Urban,1,Approved
HL101151,38,Business Owner,Business,68500,10.7,13300,7222000,25,9188000,1966000,Plot,Urban,1,Approved
HL101152,29,Salaried,Permanent,87300,1.2,7200,6579000,15,8137000,1558000,Apartment,Semi Urban,0,Approved
HL101153,45,Salaried,Permanent,39700,13.5,5700,4828000,15,5988000,1160000,Apartment,Urban,2,Rejected
HL101154,29,Private Employee,Permanent,71800,4.0,5100,6390000,20,9319000,2929000,Independent House,Urban,3,Approved
HL101155,36,Salaried,Permanent,48300,13.6,10700,2843000,25,4674000,1831000,Plot,Semi Urban,0,Approved
HL101156,35,Salaried,Permanent,110300,3.4,8000,10244000,10,12725000,2481000,Apartment,Urban,2,Approved
HL101157,41,Salaried,Permanent,66000,20.0,15300,9889000,30,11165000,1276000,Apartment,Urban,4,Rejected
HL101158,22,Private Employee,Contract,82600,0.8,3000,9762000,15,12221000,2459000,Villa,Semi Urban,1,Approved
HL101159,46,Self Employed,Self Employed,20500,10.0,2000,2243000,30,2934000,691000,Apartment,Semi Urban,2,Rejected
HL101160,32,Salaried,Contract,52100,4.9,12100,7154000,15,9122000,1968000,Independent House,Urban,0,Rejected
HL101161,49,Private Employee,Contract,65200,1.0,8700,8536000,25,11675000,3139000,Apartment,Urban,4,Approved
HL101162,34,Business Owner,Business,74900,5.7,22600,4387000,15,7275000,2888000,Independent House,Rural,0,Approved
HL101163,38,Salaried,Permanent,83500,12.5,8200,5123000,25,5586000,463000,Apartment,Rural,1,Approved
HL101164,55,Salaried,Permanent,46000,12.1,6500,6164000,20,7512000,1348000,Builder Floor,Urban,4,Rejected
HL101165,36,Business Owner,Business,69200,13.6,18900,6637000,25,10107000,3470000,Plot,Urban,2,Approved
HL101166,49,Business Owner,Business,115200,17.1,0,9869000,25,12009000,2140000,Apartment,Semi Urban,1,Approved
HL101167,38,Private Employee,Permanent,19400,17.0,0,2523000,20,3520000,997000,Plot,Urban,3,Approved
HL101168,42,Business Owner,Business,88300,5.3,5000,7443000,15,10203000,2760000,Plot,Urban,3,Approved
HL101169,39,Salaried,Permanent,46600,12.4,8600,5536000,15,8129000,2593000,Villa,Urban,2,Approved
HL101170,46,Government Employee,Permanent,34100,3.2,0,3032000,30,4836000,1804000,Builder Floor,Urban,0,Approved
HL101171,32,Self Employed,Self Employed,63000,4.2,10600,4000000,30,5310000,1310000,Plot,Urban,1,Approved
HL101172,29,Salaried,Permanent,94100,5.1,15300,14672000,10,15954000,1282000,Apartment,Urban,4,Rejected
HL101173,32,Self Employed,Self Employed,86500,7.9,24300,10023000,15,11989000,1966000,Apartment,Semi Urban,0,Rejected
HL101174,39,Private Employee,Permanent,51000,6.0,10400,4537000,10,7497000,2960000,Apartment,Urban,1,Rejected
HL101175,36,Self Employed,Self Employed,80300,14.5,12000,10335000,15,11572000,1237000,Independent House,Urban,0,Approved
HL101176,44,Private Employee,Contract,80100,23.0,18300,6116000,15,8262000,2146000,Builder Floor,Urban,0,Approved
HL101177,50,Government Employee,Permanent,49500,7.5,8100,3569000,25,3757000,188000,Independent House,Rural,2,Rejected
HL101178,29,Salaried,Permanent,39700,3.1,3300,2945000,10,3316000,371000,Apartment,Urban,1,Approved
HL101179,31,Salaried,Permanent,40700,3.6,1200,2784000,25,3926000,1142000,Builder Floor,Urban,0,Approved
HL101180,25,Self Employed,Self Employed,79000,1.2,5900,6156000,30,7922000,1766000,Villa,Semi Urban,0,Approved
HL101181,56,Salaried,Permanent,53200,35.0,6200,5114000,15,6313000,1199000,Apartment,Semi Urban,0,Approved
HL101182,41,Salaried,Permanent,33800,20.0,4500,2336000,20,2764000,428000,Builder Floor,Semi Urban,0,Approved
HL101183,42,Salaried,Permanent,25400,7.7,0,3299000,20,3511000,212000,Apartment,Urban,0,Rejected
HL101184,26,Salaried,Permanent,78800,3.4,8100,6152000,15,8491000,2339000,Independent House,Urban,2,Approved
HL101185,38,Business Owner,Business,52900,15.2,6500,4534000,25,5649000,1115000,Independent House,Urban,0,Approved
HL101186,43,Government Employee,Permanent,59700,11.6,9800,8361000,20,9272000,911000,Builder Floor,Semi Urban,1,Rejected
HL101187,36,Professional,Contract,108800,5.2,27200,15500000,10,19933000,4433000,Apartment,Urban,2,Rejected
HL101188,48,Salaried,Permanent,30100,6.5,4100,3632000,25,4951000,1319000,Apartment,Urban,2,Rejected
HL101189,59,Private Employee,Permanent,53100,27.8,2500,3640000,15,4573000,933000,Villa,Urban,2,Approved
HL101190,29,Private Employee,Permanent,50200,1.1,0,4459000,10,5785000,1326000,Builder Floor,Rural,4,Approved
HL101191,29,Government Employee,Permanent,61100,2.8,10700,4698000,30,6047000,1349000,Apartment,Urban,1,Approved
HL101192,30,Business Owner,Business,118300,2.8,6000,13797000,10,16493000,2696000,Apartment,Urban,0,Approved
HL101193,52,Professional,Permanent,34300,4.1,6500,3402000,10,4386000,984000,Builder Floor,Rural,0,Rejected
HL101194,47,Business Owner,Business,87500,10.8,20300,6576000,15,9119000,2543000,Plot,Semi Urban,0,Rejected
HL101195,37,Salaried,Permanent,86200,6.1,0,9231000,15,13240000,4009000,Apartment,Semi Urban,4,Approved
HL101196,38,Salaried,Permanent,49800,3.4,8200,4774000,15,6661000,1887000,Apartment,Semi Urban,2,Rejected
HL101197,31,Private Employee,Permanent,50900,10.0,11400,4740000,20,5683000,943000,Independent House,Urban,3,Rejected
HL101198,46,Government Employee,Permanent,62100,18.4,12500,3556000,15,4877000,1321000,Villa,Semi Urban,4,Approved
HL101199,35,Self Employed,Self Employed,63300,6.4,0,7752000,20,10437000,2685000,Independent House,Urban,3,Rejected
HL101200,36,Private Employee,Permanent,70400,12.2,3600,5570000,5,6656000,1086000,Plot,Rural,1,Approved
