Application_ID,Age,Occupation,Employment_Type,Monthly_Income,Employment_Business_Duration,Existing_Monthly_EMI,Loan_Amount,Loan_Tenure,Loan_Purpose,Number_of_Dependents,Monthly_Household_Expenses,Monthly_Savings_Surplus,Residence_Type,Employment_Business_Stability,Loan_Approval
PL101016,38,Salaried,Permanent,19500,9.0,4200,62000,2,Consumer Purchase,1,10500,5300,Owned,Very Stable,Rejected
PL101017,39,Private Employee,Permanent,29800,3.8,6800,124000,4,Medical,3,10300,13200,Family Owned,Moderate,Rejected
PL101018,41,Government Employee,Permanent,26600,9.2,3500,129000,3,Medical,2,15800,8100,Rented,Stable,Rejected
PL101019,24,Private Employee,Permanent,22500,1.9,1100,41000,2,Medical,2,8300,13200,Rented,Unstable,Approved
PL101020,59,Salaried,Permanent,24900,29.3,6100,181000,2,Medical,2,10100,8400,Rented,Stable,Rejected
PL101021,41,Salaried,Permanent,28700,8.1,400,261000,1,Home Renovation,2,6300,21200,Owned,Stable,Approved
PL101022,49,Private Employee,Contract,50600,21.2,10200,483000,4,Consumer Purchase,0,17200,20800,Family Owned,Unstable,Rejected
PL101023,26,Professional,Permanent,52800,1.8,3200,413000,1,Medical,0,24400,24800,Rented,Stable,Rejected
PL101024,34,Salaried,Permanent,41000,14.0,0,73000,1,Consumer Purchase,1,4700,35600,Rented,Very Stable,Approved
PL101025,36,Government Employee,Permanent,60200,4.4,8200,94000,4,Consumer Purchase,0,22800,32600,Family Owned,Unstable,Approved
PL101026,37,Private Employee,Permanent,67400,9.8,8800,451000,2,Debt Consolidation,1,33800,27300,Family Owned,Stable,Approved
PL101027,52,Self Employed,Self Employed,101500,8.2,6600,334000,1,Emergency,3,62100,29900,Owned,Moderate,Approved
PL101028,46,Private Employee,Permanent,20900,7.8,5500,91000,4,Other Personal,1,9900,5400,Owned,Stable,Rejected
PL101029,27,Private Employee,Permanent,47400,3.4,0,495000,4,Travel,1,18600,25100,Family Owned,Stable,Approved
PL101030,52,Salaried,Permanent,46800,15.3,9100,412000,4,Consumer Purchase,1,26900,11100,Rented,Stable,Approved
PL101031,23,Salaried,Permanent,38500,0.3,7900,252000,5,Consumer Purchase,2,13300,17700,Rented,Stable,Approved
PL101032,35,Salaried,Permanent,25500,2.6,4200,301000,4,Wedding,0,10300,11300,Rented,Moderate,Approved
PL101033,25,Professional,Contract,47700,2.0,5800,433000,4,Emergency,2,20500,22400,Family Owned,Very Stable,Approved
PL101034,45,Salaried,Permanent,75700,8.7,3000,189000,4,Emergency,0,21900,50900,Rented,Stable,Approved
PL101035,31,Government Employee,Permanent,67400,0.9,8300,724000,2,Debt Consolidation,0,28300,30600,Rented,Very Stable,Approved
PL101036,29,Government Employee,Permanent,64900,5.0,13900,399000,3,Wedding,0,24200,26900,Owned,Stable,Approved
PL101037,43,Salaried,Permanent,34900,17.3,1000,156000,5,Emergency,0,12000,20900,Owned,Stable,Approved
PL101038,40,Private Employee,Permanent,14000,3.2,0,99000,3,Consumer Purchase,1,5000,8900,Rented,Stable,Approved
PL101039,31,Self Employed,Self Employed,34100,1.7,3000,84000,1,Wedding,0,21700,10100,Owned,Moderate,Approved
PL101040,38,Professional,Permanent,26000,4.7,2300,307000,5,Debt Consolidation,2,12200,11200,Owned,Very Stable,Rejected
PL101041,35,Salaried,Contract,93000,9.1,0,204000,1,Travel,2,33200,63800,Owned,Moderate,Approved
PL101042,41,Self Employed,Self Employed,35000,9.5,2500,59000,2,Wedding,0,14500,17800,Rented,Stable,Approved
PL101043,31,Salaried,Permanent,29300,7.4,9100,261000,3,Home Renovation,4,9500,10300,Rented,Very Stable,Rejected
PL101044,41,Professional,Permanent,34400,7.2,8500,59000,2,Other Personal,4,17100,8000,Rented,Stable,Rejected
PL101045,33,Private Employee,Contract,42900,3.8,8600,284000,3,Consumer Purchase,1,21300,12700,Rented,Stable,Rejected
PL101046,41,Government Employee,Permanent,32600,17.9,5500,104000,3,Travel,4,15700,10700,Rented,Very Stable,Approved
PL101047,21,Salaried,Permanent,33100,0.6,0,152000,2,Other Personal,1,12200,21100,Owned,Stable,Approved
PL101048,31,Professional,Permanent,53700,6.1,13900,320000,2,Medical,2,40300,400,Family Owned,Stable,Rejected
PL101049,24,Self Employed,Self Employed,15600,1.1,0,158000,3,Home Renovation,4,5600,11100,Rented,Stable,Rejected
PL101050,23,Private Employee,Permanent,45000,0.0,3000,230000,3,Consumer Purchase,2,13400,27600,Rented,Moderate,Rejected
PL101051,36,Salaried,Contract,27500,1.9,2800,124000,4,Medical,3,10800,13800,Family Owned,Moderate,Rejected
PL101052,39,Private Employee,Permanent,55500,3.5,8500,592000,2,Wedding,2,25700,22100,Owned,Stable,Approved
PL101053,45,Salaried,Permanent,31800,4.7,1000,318000,5,Home Renovation,1,8500,22800,Rented,Moderate,Rejected
PL101054,42,Salaried,Permanent,24300,10.9,1000,250000,2,Wedding,1,8400,15300,Owned,Very Stable,Approved
PL101055,26,Professional,Permanent,37100,6.0,8700,178000,4,Consumer Purchase,4,16400,13300,Owned,Moderate,Rejected
PL101056,37,Professional,Permanent,25400,4.3,8500,199000,5,Debt Consolidation,0,8900,7600,Owned,Moderate,Rejected
PL101057,35,Private Employee,Permanent,63600,0.6,7300,554000,5,Debt Consolidation,2,27200,29200,Owned,Moderate,Approved
PL101058,27,Business Owner,Business,39000,2.9,8400,461000,3,Consumer Purchase,4,12400,19000,Rented,Unstable,Rejected
PL101059,31,Salaried,Permanent,20900,4.3,2500,193000,1,Other Personal,3,10100,7300,Owned,Stable,Approved
PL101060,43,Private Employee,Contract,24900,0.6,5800,191000,2,Consumer Purchase,3,8000,10700,Family Owned,Very Stable,Approved
PL101061,39,Salaried,Permanent,31600,5.4,6100,87000,3,Other Personal,0,17300,8300,Owned,Moderate,Rejected
PL101062,26,Salaried,Permanent,31100,2.4,6100,185000,5,Emergency,4,6900,18900,Rented,Moderate,Rejected
PL101063,29,Business Owner,Business,36600,1.9,1800,262000,1,Emergency,0,19300,15300,Owned,Stable,Approved
PL101064,36,Self Employed,Self Employed,17500,12.9,1600,186000,1,Wedding,1,3400,12700,Rented,Stable,Rejected
PL101065,21,Private Employee,Permanent,77000,0.9,11000,415000,4,Travel,4,43300,18000,Rented,Stable,Approved
PL101066,29,Professional,Permanent,26400,0.7,2900,82000,1,Medical,2,14800,8000,Owned,Very Stable,Approved
PL101067,38,Private Employee,Contract,23000,4.5,4600,88000,1,Other Personal,4,9700,7600,Owned,Unstable,Rejected
PL101068,28,Salaried,Permanent,20600,2.5,0,172000,2,Emergency,1,7400,13400,Owned,Moderate,Rejected
PL101069,38,Salaried,Permanent,20900,7.7,6300,65000,1,Medical,2,8800,5500,Family Owned,Moderate,Rejected
PL101070,21,Salaried,Permanent,46800,0.7,13600,416000,3,Consumer Purchase,2,13400,20800,Owned,Stable,Rejected
PL101071,41,Salaried,Permanent,26800,5.9,5100,45000,3,Medical,3,13900,7900,Family Owned,Stable,Rejected
PL101072,27,Salaried,Permanent,17200,1.8,1900,154000,2,Consumer Purchase,3,10300,4800,Owned,Moderate,Rejected
PL101073,40,Private Employee,Permanent,26400,4.7,2900,106000,2,Medical,2,9200,14600,Owned,Stable,Approved
PL101074,46,Self Employed,Self Employed,37700,13.4,3600,426000,2,Consumer Purchase,0,14600,20000,Family Owned,Stable,Approved
PL101075,38,Self Employed,Self Employed,45900,2.3,8300,361000,5,Debt Consolidation,2,9200,27800,Owned,Stable,Approved
PL101076,30,Salaried,Permanent,18200,0.9,1600,194000,2,Debt Consolidation,3,9800,7000,Owned,Stable,Approved
PL101077,47,Business Owner,Business,14000,27.0,1300,142000,4,Emergency,1,4800,7400,Rented,Moderate,Approved
PL101078,32,Private Employee,Contract,19500,1.5,0,133000,3,Home Renovation,1,8900,10800,Family Owned,Very Stable,Approved
PL101079,31,Self Employed,Self Employed,79100,11.0,11700,629000,1,Other Personal,1,34000,34800,Rented,Stable,Approved
PL101080,30,Private Employee,Permanent,14000,4.6,1500,162000,5,Wedding,2,5100,7300,Family Owned,Very Stable,Rejected
PL101081,31,Private Employee,Permanent,19700,3.1,6100,49000,2,Medical,1,9300,4000,Owned,Stable,Rejected
PL101082,24,Salaried,Permanent,36100,2.1,5200,287000,4,Wedding,1,20400,9000,Owned,Very Stable,Rejected
PL101083,26,Professional,Permanent,96100,2.4,0,590000,3,Consumer Purchase,2,30200,67600,Rented,Stable,Approved
PL101084,47,Salaried,Permanent,26700,3.5,4900,241000,1,Wedding,2,13200,7900,Family Owned,Very Stable,Rejected
PL101085,50,Self Employed,Self Employed,37900,6.6,6300,160000,5,Home Renovation,2,12300,17500,Rented,Stable,Approved
PL101086,30,Private Employee,Contract,58100,7.9,4100,288000,1,Medical,2,41700,12300,Rented,Stable,Approved
PL101087,42,Private Employee,Permanent,20900,6.2,7200,249000,4,Other Personal,3,4600,8400,Owned,Unstable,Rejected
PL101088,35,Salaried,Permanent,69600,7.9,11800,320000,5,Home Renovation,1,37300,17600,Rented,Moderate,Rejected
PL101089,29,Private Employee,Contract,21700,6.2,1200,93000,3,Emergency,0,6200,14700,Owned,Unstable,Approved
PL101090,43,Salaried,Permanent,45400,0.8,12600,520000,3,Wedding,3,16700,16500,Owned,Moderate,Rejected
PL101091,32,Self Employed,Self Employed,107400,4.5,16900,318000,2,Emergency,1,54100,37800,Owned,Moderate,Approved
PL101092,45,Private Employee,Permanent,24300,4.3,3100,209000,3,Travel,3,6100,16300,Owned,Unstable,Rejected
PL101093,32,Government Employee,Permanent,31500,5.7,2400,108000,2,Medical,2,19000,10300,Family Owned,Stable,Approved
PL101094,41,Self Employed,Self Employed,27000,2.2,3100,150000,2,Wedding,1,10100,14000,Family Owned,Moderate,Rejected
PL101095,33,Business Owner,Business,31200,7.7,0,169000,3,Consumer Purchase,1,9200,21500,Owned,Stable,Approved
PL101096,41,Salaried,Permanent,26700,1.8,2900,224000,2,Home Renovation,4,6600,18500,Owned,Very Stable,Approved
PL101097,24,Self Employed,Self Employed,45300,2.1,1900,478000,3,Travel,2,23300,19000,Owned,Very Stable,Approved
PL101098,24,Professional,Contract,34500,2.0,8800,124000,3,Home Renovation,1,16600,11000,Owned,Stable,Rejected
PL101099,42,Self Employed,Self Employed,38200,9.4,5500,201000,2,Consumer Purchase,4,22800,8500,Rented,Stable,Rejected
PL101100,36,Government Employee,Permanent,31700,7.7,9200,237000,4,Emergency,3,15600,6400,Family Owned,Stable,Approved
PL101101,32,Salaried,Permanent,31700,12.0,8900,379000,3,Debt Consolidation,0,7700,15900,Family Owned,Stable,Rejected
PL101102,38,Private Employee,Permanent,34300,3.7,1600,75000,5,Debt Consolidation,1,13000,20900,Owned,Moderate,Approved
PL101103,24,Salaried,Permanent,33500,1.1,5100,194000,2,Travel,2,22200,4900,Owned,Moderate,Rejected
PL101104,45,Professional,Permanent,28200,1.9,4000,219000,4,Home Renovation,2,11900,12500,Rented,Stable,Rejected
PL101105,28,Salaried,Contract,45800,0.9,7100,81000,1,Home Renovation,2,22700,17100,Rented,Unstable,Approved
PL101106,34,Salaried,Permanent,30500,5.2,7700,301000,1,Consumer Purchase,2,13800,9600,Owned,Stable,Rejected
PL101107,33,Salaried,Permanent,42100,10.7,5600,76000,1,Home Renovation,2,16200,21100,Owned,Stable,Approved
PL101108,48,Government Employee,Permanent,39100,22.9,5900,376000,4,Consumer Purchase,3,14500,17600,Owned,Stable,Approved
PL101109,21,Self Employed,Self Employed,67800,0.2,9800,302000,3,Consumer Purchase,2,29400,32200,Rented,Stable,Approved
PL101110,21,Salaried,Permanent,19200,1.0,2800,118000,1,Debt Consolidation,2,10800,4900,Family Owned,Very Stable,Rejected
PL101111,21,Professional,Permanent,33700,0.1,1500,130000,5,Consumer Purchase,1,12900,19900,Family Owned,Stable,Approved
PL101112,37,Self Employed,Self Employed,39400,10.4,3300,323000,3,Travel,1,21300,16100,Rented,Very Stable,Approved
PL101113,32,Salaried,Permanent,47100,2.1,0,124000,2,Debt Consolidation,1,18000,31100,Rented,Moderate,Approved
PL101114,50,Self Employed,Self Employed,27200,6.3,4900,121000,2,Medical,2,7700,15700,Family Owned,Stable,Rejected
PL101115,39,Professional,Contract,56200,5.6,8800,252000,3,Emergency,0,20500,29100,Owned,Stable,Approved
PL101116,22,Private Employee,Contract,14000,0.7,2300,38000,5,Home Renovation,0,4300,8000,Owned,Stable,Approved
PL101117,33,Business Owner,Business,35000,8.6,10100,254000,4,Other Personal,2,10600,14200,Owned,Moderate,Approved
PL101118,41,Salaried,Permanent,68300,13.9,14000,478000,1,Emergency,0,26200,27100,Rented,Stable,Approved
PL101119,34,Business Owner,Business,32700,7.9,8500,334000,4,Medical,1,17700,7700,Owned,Moderate,Rejected
PL101120,32,Business Owner,Business,27300,6.5,6800,207000,5,Medical,0,9900,11400,Rented,Very Stable,Approved
PL101121,30,Private Employee,Permanent,52600,6.3,16300,527000,1,Travel,2,14700,22800,Family Owned,Unstable,Approved
PL101122,35,Salaried,Permanent,30900,14.1,8300,199000,5,Debt Consolidation,1,10900,11700,Owned,Moderate,Approved
PL101123,25,Government Employee,Permanent,16600,0.9,900,43000,5,Travel,2,6700,8000,Family Owned,Stable,Approved
PL101124,35,Professional,Contract,44000,7.6,9000,247000,4,Medical,1,16600,20100,Owned,Stable,Rejected
PL101125,39,Private Employee,Permanent,22800,10.2,4800,97000,2,Consumer Purchase,2,7300,11000,Family Owned,Very Stable,Approved
PL101126,32,Self Employed,Self Employed,45000,4.7,8300,498000,2,Home Renovation,1,16500,21400,Family Owned,Unstable,Rejected
PL101127,36,Salaried,Permanent,49400,4.9,16900,223000,1,Consumer Purchase,1,11300,20700,Rented,Stable,Approved
PL101128,35,Self Employed,Self Employed,59500,8.6,10000,604000,1,Debt Consolidation,1,14400,35200,Owned,Moderate,Approved
PL101129,32,Private Employee,Permanent,42000,6.2,8400,311000,5,Wedding,1,10400,22500,Rented,Moderate,Approved
PL101130,45,Salaried,Permanent,46200,1.4,6300,509000,3,Medical,1,28600,10900,Owned,Moderate,Approved
PL101131,21,Salaried,Permanent,31000,0.3,3800,132000,3,Emergency,4,16900,10500,Owned,Very Stable,Rejected
PL101132,22,Private Employee,Permanent,55300,1.3,5900,302000,1,Other Personal,2,21000,32700,Family Owned,Moderate,Rejected
PL101133,40,Salaried,Contract,53300,12.1,2800,227000,2,Debt Consolidation,1,29400,18200,Rented,Moderate,Approved
PL101134,43,Private Employee,Permanent,51500,1.2,9500,369000,3,Emergency,0,16500,26300,Owned,Very Stable,Approved
PL101135,31,Self Employed,Self Employed,48000,10.4,15000,550000,5,Medical,0,4800,30900,Owned,Stable,Rejected
PL101136,43,Salaried,Permanent,23300,7.8,2900,51000,3,Wedding,1,13200,8000,Owned,Stable,Rejected
PL101137,29,Self Employed,Self Employed,59500,5.4,10300,378000,3,Wedding,2,20800,31400,Family Owned,Stable,Approved
PL101138,29,Salaried,Contract,45700,3.0,2600,440000,2,Medical,0,14800,26100,Family Owned,Unstable,Rejected
PL101139,38,Self Employed,Self Employed,14000,11.4,0,69000,1,Consumer Purchase,0,5400,8200,Family Owned,Very Stable,Approved
PL101140,41,Salaried,Contract,62400,2.4,8800,178000,3,Medical,4,39300,15300,Family Owned,Very Stable,Approved
PL101141,35,Business Owner,Business,30800,10.2,2300,245000,2,Home Renovation,2,12400,18300,Rented,Moderate,Approved
PL101142,50,Self Employed,Self Employed,36900,12.3,1600,186000,4,Home Renovation,2,26800,8100,Owned,Stable,Approved
PL101143,41,Professional,Contract,29400,8.2,0,347000,1,Consumer Purchase,1,11600,16800,Family Owned,Stable,Approved
PL101144,21,Business Owner,Business,46800,0.6,0,250000,5,Debt Consolidation,2,9800,37300,Rented,Very Stable,Approved
PL101145,36,Self Employed,Self Employed,38800,4.8,6000,228000,1,Other Personal,4,25000,8600,Rented,Stable,Rejected
PL101146,40,Professional,Permanent,30800,10.5,10100,278000,4,Debt Consolidation,2,8800,12300,Owned,Stable,Approved
PL101147,45,Salaried,Permanent,14700,9.8,1300,29000,2,Home Renovation,0,6300,7600,Owned,Very Stable,Approved
PL101148,47,Private Employee,Permanent,71200,6.6,13800,462000,5,Wedding,2,18400,40800,Family Owned,Moderate,Approved
PL101149,40,Salaried,Permanent,30100,13.9,1400,156000,3,Wedding,0,11000,17200,Family Owned,Unstable,Approved
PL101150,36,Salaried,Contract,20000,5.4,1400,100000,2,Consumer Purchase,3,6600,12600,Owned,Stable,Approved
PL101151,38,Business Owner,Business,109000,7.0,0,365000,5,Debt Consolidation,2,48900,56600,Owned,Stable,Approved
PL101152,37,Private Employee,Permanent,55600,4.9,5900,316000,2,Consumer Purchase,0,26500,22500,Owned,Stable,Approved
PL101153,21,Professional,Contract,26100,0.3,0,307000,1,Travel,2,11200,16000,Family Owned,Moderate,Rejected
PL101154,40,Private Employee,Permanent,17700,0.8,700,109000,1,Home Renovation,1,6900,9300,Owned,Stable,Rejected
PL101155,22,Private Employee,Contract,31900,2.0,3100,109000,2,Other Personal,2,12800,15600,Owned,Stable,Approved
PL101156,54,Business Owner,Business,62100,6.5,5300,420000,5,Emergency,1,28900,27500,Owned,Stable,Approved
PL101157,32,Salaried,Permanent,18500,2.8,3400,44000,1,Debt Consolidation,2,10200,4600,Family Owned,Moderate,Rejected
PL101158,39,Private Employee,Contract,29900,16.7,6300,240000,3,Travel,0,18000,5900,Owned,Moderate,Rejected
PL101159,42,Private Employee,Permanent,59700,6.6,7400,628000,3,Consumer Purchase,0,29800,20400,Owned,Very Stable,Approved
PL101160,43,Salaried,Permanent,14000,4.9,3500,39000,3,Wedding,3,5100,5200,Rented,Very Stable,Rejected
PL101161,40,Business Owner,Business,20500,18.7,0,134000,4,Medical,2,7100,12900,Owned,Unstable,Approved
PL101162,37,Salaried,Permanent,29100,8.8,6200,278000,3,Medical,0,6900,17300,Family Owned,Very Stable,Rejected
PL101163,57,Business Owner,Business,28000,7.4,3500,131000,1,Emergency,1,15700,8500,Rented,Stable,Approved
PL101164,46,Salaried,Permanent,40000,11.2,0,217000,2,Debt Consolidation,0,28700,13000,Rented,Moderate,Rejected
PL101165,26,Salaried,Permanent,14000,3.4,3100,99000,3,Medical,4,2000,7900,Rented,Stable,Rejected
PL101166,33,Government Employee,Permanent,42300,1.2,7100,238000,3,Home Renovation,3,21700,13700,Family Owned,Moderate,Approved
PL101167,59,Private Employee,Permanent,29600,5.3,2600,320000,4,Consumer Purchase,1,15300,12700,Owned,Moderate,Rejected
PL101168,21,Salaried,Permanent,39300,0.7,9600,279000,2,Travel,0,15500,14700,Rented,Stable,Rejected
PL101169,32,Private Employee,Contract,20100,12.0,2900,238000,2,Travel,2,10400,7100,Family Owned,Very Stable,Rejected
PL101170,25,Private Employee,Contract,16100,2.4,3600,102000,5,Consumer Purchase,0,5300,6700,Rented,Very Stable,Rejected
PL101171,27,Self Employed,Self Employed,24600,2.0,4300,147000,2,Other Personal,2,13000,7200,Owned,Stable,Rejected
PL101172,21,Self Employed,Self Employed,31900,0.7,900,307000,3,Other Personal,2,12200,19500,Owned,Stable,Approved
PL101173,41,Private Employee,Permanent,27200,6.9,0,231000,1,Home Renovation,2,12000,15600,Family Owned,Very Stable,Approved
PL101174,44,Private Employee,Permanent,18500,3.6,600,222000,3,Travel,1,9900,8700,Owned,Stable,Rejected
PL101175,37,Private Employee,Permanent,20300,2.6,3400,179000,4,Emergency,2,14600,2500,Family Owned,Stable,Rejected
PL101176,35,Government Employee,Permanent,24900,3.6,2100,56000,4,Wedding,2,15000,8500,Rented,Stable,Approved
PL101177,30,Private Employee,Contract,83600,6.8,14600,407000,5,Wedding,0,15000,57600,Owned,Stable,Approved
PL101178,45,Salaried,Permanent,51800,17.8,4300,569000,5,Home Renovation,2,17900,31100,Rented,Very Stable,Approved
PL101179,45,Self Employed,Self Employed,33900,11.9,0,216000,4,Home Renovation,1,11500,22200,Rented,Stable,Approved
PL101180,49,Private Employee,Permanent,31600,5.3,5800,74000,1,Medical,1,8600,17500,Owned,Stable,Approved
PL101181,24,Private Employee,Permanent,56200,1.8,12900,209000,2,Emergency,1,16400,28400,Owned,Unstable,Rejected
PL101182,30,Salaried,Permanent,33500,2.5,4100,308000,4,Other Personal,1,21600,8700,Owned,Very Stable,Rejected
PL101183,34,Professional,Permanent,33000,10.0,3700,119000,1,Medical,1,14400,14700,Owned,Moderate,Approved
PL101184,42,Self Employed,Self Employed,19600,7.6,4600,182000,1,Other Personal,1,10500,4400,Owned,Moderate,Rejected
PL101185,32,Self Employed,Self Employed,55100,3.2,10900,455000,2,Other Personal,1,32500,9900,Family Owned,Stable,Rejected
PL101186,41,Private Employee,Permanent,26100,11.4,6900,195000,3,Emergency,3,13200,6600,Owned,Moderate,Rejected
PL101187,21,Business Owner,Business,22600,0.2,5300,187000,3,Home Renovation,0,5700,12000,Owned,Moderate,Rejected
PL101188,41,Self Employed,Self Employed,32800,1.7,2500,371000,1,Wedding,2,12900,18000,Family Owned,Unstable,Rejected
PL101189,29,Self Employed,Self Employed,70300,0.7,7200,387000,3,Debt Consolidation,2,25200,37800,Family Owned,Moderate,Rejected
PL101190,24,Private Employee,Permanent,36300,2.8,5200,313000,3,Travel,4,10700,21800,Owned,Stable,Approved
PL101191,35,Professional,Permanent,21100,3.4,2500,69000,4,Medical,2,12500,7000,Owned,Stable,Approved
PL101192,40,Self Employed,Self Employed,29000,0.9,2700,197000,2,Emergency,4,13700,12700,Family Owned,Stable,Rejected
PL101193,24,Private Employee,Contract,46800,0.8,8900,193000,1,Travel,2,5800,30900,Rented,Moderate,Approved
PL101194,48,Government Employee,Permanent,45500,1.8,7200,94000,2,Wedding,4,13500,22100,Rented,Unstable,Approved
PL101195,29,Salaried,Permanent,27800,2.9,2500,264000,4,Consumer Purchase,0,10900,13400,Rented,Very Stable,Rejected
PL101196,57,Government Employee,Permanent,14700,19.5,500,92000,2,Emergency,2,3700,10800,Family Owned,Moderate,Approved
PL101197,25,Salaried,Permanent,34900,2.0,5500,322000,4,Wedding,1,21000,7400,Owned,Very Stable,Approved
PL101198,27,Salaried,Contract,41000,0.6,3200,143000,2,Wedding,1,16000,22500,Rented,Stable,Approved
PL101199,26,Business Owner,Business,37400,6.0,3200,104000,3,Wedding,2,3700,29400,Rented,Stable,Approved
PL101200,35,Self Employed,Self Employed,64000,13.6,3600,155000,2,Emergency,0,55200,2700,Rented,Moderate,Approved
PL101201,46,Private Employee,Contract,70500,12.9,7100,768000,1,Home Renovation,2,26300,38200,Rented,Very Stable,Approved
PL101202,30,Salaried,Contract,65900,2.0,5400,166000,2,Travel,4,36900,23300,Owned,Very Stable,Approved
PL101203,34,Salaried,Permanent,23300,14.0,5800,83000,5,Travel,0,9800,7300,Owned,Stable,Rejected
PL101204,30,Professional,Permanent,37700,1.1,4300,126000,5,Travel,2,13000,21100,Rented,Stable,Approved
PL101205,40,Private Employee,Permanent,24600,1.9,0,241000,3,Wedding,2,9200,16700,Family Owned,Moderate,Approved
PL101206,37,Business Owner,Business,30000,4.2,4500,309000,1,Travel,1,16800,8200,Rented,Stable,Approved
PL101207,60,Private Employee,Permanent,41300,6.1,10700,222000,1,Travel,2,19400,11200,Rented,Unstable,Approved
PL101208,38,Private Employee,Permanent,21300,7.4,2800,119000,2,Medical,1,4900,13300,Owned,Stable,Approved
PL101209,39,Government Employee,Permanent,36100,1.8,4400,305000,5,Other Personal,1,20800,11400,Rented,Unstable,Rejected
PL101210,42,Salaried,Permanent,18600,8.7,0,220000,1,Home Renovation,3,7300,11400,Owned,Unstable,Rejected
PL101211,21,Private Employee,Permanent,34600,0.5,4200,111000,2,Medical,1,13500,16500,Rented,Stable,Rejected
PL101212,27,Salaried,Permanent,25800,2.1,1800,89000,2,Consumer Purchase,3,12100,13400,Rented,Moderate,Approved
PL101213,39,Self Employed,Self Employed,26600,11.3,0,191000,5,Debt Consolidation,2,20600,4800,Owned,Unstable,Approved
PL101214,48,Professional,Permanent,32500,6.0,1200,252000,5,Debt Consolidation,1,13600,17800,Owned,Unstable,Approved
PL101215,32,Private Employee,Permanent,37400,3.6,9800,124000,2,Debt Consolidation,1,15500,12900,Rented,Very Stable,Rejected
PL101216,33,Salaried,Permanent,21200,5.9,4900,115000,1,Medical,0,7900,8200,Owned,Very Stable,Approved
PL101217,31,Professional,Permanent,38000,1.8,10100,83000,1,Wedding,1,16000,12400,Rented,Moderate,Approved
PL101218,38,Private Employee,Permanent,30500,8.1,4400,274000,3,Medical,3,15000,11400,Owned,Very Stable,Rejected
PL101219,50,Business Owner,Business,24100,15.9,0,279000,3,Consumer Purchase,1,12100,12800,Rented,Moderate,Approved
PL101220,31,Government Employee,Permanent,38100,2.0,6400,393000,2,Consumer Purchase,2,16200,16800,Family Owned,Stable,Approved
PL101221,47,Government Employee,Permanent,49300,11.0,18500,105000,4,Medical,2,24800,5800,Owned,Stable,Rejected
PL101222,21,Salaried,Permanent,82100,1.0,1500,431000,3,Debt Consolidation,2,32000,51100,Owned,Stable,Approved
PL101223,44,Salaried,Permanent,18400,7.1,0,163000,4,Debt Consolidation,0,5900,13400,Owned,Stable,Approved
PL101224,37,Salaried,Permanent,56700,7.0,2100,155000,1,Home Renovation,3,30500,24700,Rented,Stable,Approved
PL101225,33,Business Owner,Business,26700,2.3,5400,243000,2,Medical,1,11200,9800,Rented,Stable,Rejected
PL101226,43,Salaried,Permanent,37900,13.7,0,216000,4,Consumer Purchase,1,13700,23700,Family Owned,Stable,Approved
PL101227,35,Self Employed,Self Employed,19100,5.6,3700,191000,2,Debt Consolidation,3,4900,10900,Owned,Moderate,Rejected
PL101228,21,Government Employee,Permanent,41500,0.5,4000,186000,1,Other Personal,4,19000,17600,Rented,Stable,Approved
PL101229,33,Salaried,Permanent,23500,5.0,3100,188000,2,Medical,1,9800,10300,Owned,Unstable,Rejected
PL101230,35,Private Employee,Permanent,33000,7.1,6100,296000,3,Wedding,1,6700,20500,Owned,Very Stable,Approved
PL101231,33,Professional,Permanent,23600,6.2,2400,223000,3,Wedding,0,3600,17100,Family Owned,Stable,Approved
PL101232,32,Private Employee,Permanent,24500,3.3,3100,185000,1,Consumer Purchase,2,12600,8800,Family Owned,Stable,Approved
PL101233,31,Business Owner,Business,23300,1.0,3400,59000,4,Consumer Purchase,0,9000,11600,Owned,Moderate,Approved
PL101234,32,Private Employee,Permanent,75700,2.3,18300,394000,1,Home Renovation,3,39500,15500,Rented,Stable,Approved
PL101235,28,Private Employee,Permanent,21900,0.7,2800,219000,1,Wedding,2,10900,8500,Rented,Moderate,Rejected
PL101236,32,Self Employed,Self Employed,48800,2.9,0,482000,4,Travel,2,10400,39400,Owned,Very Stable,Approved
PL101237,39,Government Employee,Permanent,28700,8.4,4800,181000,5,Consumer Purchase,3,2900,22100,Rented,Moderate,Approved
PL101238,21,Professional,Contract,23900,0.5,4700,270000,5,Debt Consolidation,1,10400,8900,Rented,Very Stable,Rejected
PL101239,32,Business Owner,Business,37300,3.1,14200,265000,1,Medical,0,12100,10900,Family Owned,Very Stable,Approved
PL101240,35,Private Employee,Permanent,50400,8.9,7900,532000,4,Debt Consolidation,3,24200,17900,Rented,Unstable,Rejected
PL101241,35,Government Employee,Permanent,21400,4.2,4900,46000,1,Consumer Purchase,0,13300,2700,Family Owned,Moderate,Approved
PL101242,25,Salaried,Permanent,91100,4.2,13400,152000,1,Travel,4,32700,48400,Owned,Stable,Approved
PL101243,38,Salaried,Contract,73600,1.8,11700,520000,5,Other Personal,1,16900,45600,Rented,Stable,Approved
PL101244,35,Salaried,Permanent,32400,1.5,8700,367000,3,Emergency,1,10000,13800,Owned,Stable,Rejected
PL101245,30,Professional,Contract,40700,3.3,13900,182000,2,Home Renovation,2,19200,7700,Rented,Very Stable,Approved
